dialogue_id,target,intra_dialogue_id,question,answer,candidates,candidates_scores,p_distribuition
2,zebra,0,Is your item a bird?,No.,"[{'otter', 'walrus', 'bear'}, {'vulture', 'otter', 'zebra', 'pelican', 'walrus', 'bear'}, {'walrus', 'otter', 'zebra', 'bear'}, {'chickadee', 'pelican', 'walrus', 'zebra', 'finch', 'vulture', 'otter', 'bear'}, {'otter', 'walrus', 'bear'}]","{'otter': 1.2083333333333333, 'walrus': 1.2083333333333333, 'bear': 1.2083333333333333, 'vulture': 0.29166666666666663, 'zebra': 0.5416666666666666, 'pelican': 0.29166666666666663, 'chickadee': 0.125, 'finch': 0.125}","{'otter': 0.2417, 'walrus': 0.2417, 'bear': 0.2417, 'vulture': 0.0583, 'zebra': 0.1083, 'pelican': 0.0583, 'chickadee': 0.025, 'finch': 0.025}"
2,zebra,1,Is your item a mammal?,Yes.,"[{'otter', 'walrus', 'bear'}, {'otter', 'bear'}, {'otter', 'walrus', 'bear'}, {'otter', 'walrus', 'bear'}, {'otter', 'bear'}]","{'otter': 1.9999999999999998, 'walrus': 1.0, 'bear': 1.9999999999999998}","{'otter': 0.4, 'walrus': 0.2, 'bear': 0.4}"
2,zebra,2,Is your item a marine mammal?,No.,"[{'otter', 'bear'}, {'otter', 'bear'}, {'otter', 'bear'}, {'otter', 'bear'}, {'otter', 'bear'}]","{'otter': 2.5, 'bear': 2.5}","{'otter': 0.5, 'bear': 0.5}"
2,zebra,3,Is your item a bear?,No.,"[{'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}]",{'otter': 5.0},{'otter': 1.0}
2,zebra,4,Is your item an otter?,No.,"[{'otter'}, {'zebra'}, {'walrus', 'zebra', 'bear'}, {'vulture', 'zebra', 'chickadee', 'pelican', 'finch', 'bear'}, {'walrus', 'otter', 'zebra', 'bear'}]","{'otter': 1.25, 'zebra': 1.75, 'walrus': 0.5833333333333333, 'bear': 0.75, 'vulture': 0.16666666666666666, 'chickadee': 0.16666666666666666, 'pelican': 0.16666666666666666, 'finch': 0.16666666666666666}","{'otter': 0.25, 'zebra': 0.35, 'walrus': 0.1167, 'bear': 0.15, 'vulture': 0.0333, 'chickadee': 0.0333, 'pelican': 0.0333, 'finch': 0.0333}"
2,zebra,5,Is your item a zebra?,Yes! That's correct.,"[{'otter', 'bear'}, {'zebra'}, {'zebra'}, {'zebra'}, {'vulture', 'otter', 'chickadee', 'pelican', 'finch', 'bear'}]","{'otter': 0.6666666666666666, 'bear': 0.6666666666666666, 'zebra': 3.0, 'vulture': 0.16666666666666666, 'chickadee': 0.16666666666666666, 'pelican': 0.16666666666666666, 'finch': 0.16666666666666666}","{'otter': 0.1333, 'bear': 0.1333, 'zebra': 0.6, 'vulture': 0.0333, 'chickadee': 0.0333, 'pelican': 0.0333, 'finch': 0.0333}"
3,rooster,0,Is the item you have in mind an animal?,Yes.,"[{'turkey', 'pig', 'deer', 'beaver', 'platypus'}, {'turkey', 'rooster', 'peacock', 'pig', 'deer', 'beaver', 'platypus'}, {'turkey', 'beaver', 'platypus', 'rooster', 'peacock', 'deer', 'budgie', 'pig'}, {'turkey', 'pig', 'deer', 'beaver', 'platypus'}, {'turkey', 'beaver', 'platypus', 'rooster', 'peacock', 'deer', 'budgie', 'pig'}]","{'turkey': 0.7928571428571429, 'pig': 0.7928571428571429, 'deer': 0.7928571428571429, 'beaver': 0.7928571428571429, 'platypus': 0.7928571428571429, 'rooster': 0.39285714285714285, 'peacock': 0.39285714285714285, 'budgie': 0.25}","{'turkey': 0.1586, 'pig': 0.1586, 'deer': 0.1586, 'beaver': 0.1586, 'platypus': 0.1586, 'rooster': 0.0786, 'peacock': 0.0786, 'budgie': 0.05}"
3,rooster,1,Is the animal you are thinking of a bird?,Yes.,"[{'turkey', 'rooster', 'budgie', 'peacock'}, {'turkey', 'rooster', 'budgie', 'peacock'}, {'turkey', 'rooster', 'budgie', 'peacock'}, {'turkey', 'rooster', 'budgie', 'peacock'}, {'turkey', 'rooster', 'budgie', 'peacock'}]","{'turkey': 1.25, 'rooster': 1.25, 'budgie': 1.25, 'peacock': 1.25}","{'turkey': 0.25, 'rooster': 0.25, 'budgie': 0.25, 'peacock': 0.25}"
3,rooster,2,Is the bird you have in mind a peacock?,No.,"[{'turkey', 'rooster', 'budgie'}, {'turkey', 'rooster', 'deer', 'beaver', 'budgie', 'pig'}, {'turkey', 'rooster', 'budgie'}, {'turkey', 'rooster', 'budgie'}, {'turkey', 'rooster', 'budgie'}]","{'turkey': 1.4999999999999998, 'rooster': 1.4999999999999998, 'budgie': 1.4999999999999998, 'deer': 0.16666666666666666, 'beaver': 0.16666666666666666, 'pig': 0.16666666666666666}","{'turkey': 0.3, 'rooster': 0.3, 'budgie': 0.3, 'deer': 0.0333, 'beaver': 0.0333, 'pig': 0.0333}"
3,rooster,3,Is the bird you have in mind a turkey?,No.,"[{'rooster', 'beaver', 'pig', 'deer', 'budgie', 'platypus'}, {'rooster', 'beaver', 'pig', 'deer', 'budgie', 'platypus'}, {'rooster', 'deer', 'beaver', 'budgie', 'pig'}, {'budgie', 'platypus'}, {'rooster', 'beaver', 'pig', 'deer', 'budgie', 'platypus'}]","{'rooster': 0.7, 'beaver': 0.7, 'pig': 0.7, 'deer': 0.7, 'budgie': 1.2, 'platypus': 0.9999999999999999}","{'rooster': 0.14, 'beaver': 0.14, 'pig': 0.14, 'deer': 0.14, 'budgie': 0.24, 'platypus': 0.2}"
3,rooster,4,Is the bird you have in mind a budgie?,No.,"[{'rooster'}, {'rooster', 'pig', 'deer', 'beaver', 'platypus'}, {'platypus', 'deer', 'rooster', 'pig'}, {'rooster', 'pig', 'deer', 'beaver', 'platypus'}, {'rooster', 'pig', 'deer', 'beaver', 'platypus'}]","{'rooster': 1.8499999999999999, 'pig': 0.8500000000000001, 'deer': 0.8500000000000001, 'beaver': 0.6000000000000001, 'platypus': 0.8500000000000001}","{'rooster': 0.37, 'pig': 0.17, 'deer': 0.17, 'beaver': 0.12, 'platypus': 0.17}"
3,rooster,5,Is the bird you have in mind a rooster?,Yes! That's correct.,"[{'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'deer', 'beaver', 'pig'}]","{'rooster': 4.0, 'deer': 0.3333333333333333, 'beaver': 0.3333333333333333, 'pig': 0.3333333333333333}","{'rooster': 0.8, 'deer': 0.0667, 'beaver': 0.0667, 'pig': 0.0667}"
4,owl,0,Is the item you are thinking of a bird?,Yes.,"[{'pigeon', 'owl', 'eagle', 'falcon'}, {'pigeon', 'owl', 'eagle', 'falcon'}, {'owl', 'eagle', 'pigeon'}, {'owl', 'eagle', 'pigeon'}, {'owl', 'eagle', 'pigeon'}]","{'pigeon': 1.4999999999999998, 'owl': 1.4999999999999998, 'eagle': 1.4999999999999998, 'falcon': 0.5}","{'pigeon': 0.3, 'owl': 0.3, 'eagle': 0.3, 'falcon': 0.1}"
4,owl,1,Is the item you are thinking of an eagle?,No.,"[{'owl', 'pigeon', 'falcon'}, {'owl', 'pigeon', 'falcon'}, {'owl', 'pigeon', 'falcon'}, {'owl', 'pigeon', 'falcon'}, {'owl', 'pigeon', 'falcon'}]","{'owl': 1.6666666666666665, 'pigeon': 1.6666666666666665, 'falcon': 1.6666666666666665}","{'owl': 0.3333, 'pigeon': 0.3333, 'falcon': 0.3333}"
4,owl,2,Is the item you are thinking of a falcon?,No.,"[{'owl', 'pigeon'}, {'owl', 'pigeon'}, {'owl', 'pigeon'}, {'beaver', 'owl', 'pigeon'}, {'owl', 'pigeon'}]","{'owl': 2.333333333333333, 'pigeon': 2.333333333333333, 'beaver': 0.3333333333333333}","{'owl': 0.4667, 'pigeon': 0.4667, 'beaver': 0.0667}"
4,owl,3,Is the item you are thinking of a pigeon?,No.,"[{'owl'}, {'owl', 'pigeon'}, {'owl'}, {'owl'}, {'beaver', 'owl', 'pigeon'}]","{'owl': 3.8333333333333335, 'pigeon': 0.8333333333333333, 'beaver': 0.3333333333333333}","{'owl': 0.7667, 'pigeon': 0.1667, 'beaver': 0.0667}"
4,owl,4,Is the item you are thinking of an owl?,Yes! That's correct.,"[{'owl'}, {'owl', 'pigeon'}, {'owl'}, {'owl'}, {'owl'}]","{'owl': 4.5, 'pigeon': 0.5}","{'owl': 0.9, 'pigeon': 0.1}"
5,falcon,0,Is the item you have in mind a bird?,Yes.,"[{'parakeet', 'peacock', 'owl'}, {'owl', 'parakeet', 'peacock'}, {'parakeet', 'peacock', 'owl'}, {'parakeet', 'peacock', 'owl'}, {'parakeet', 'peacock', 'owl'}]","{'parakeet': 1.6666666666666665, 'peacock': 1.6666666666666665, 'owl': 1.6666666666666665}","{'parakeet': 0.3333, 'peacock': 0.3333, 'owl': 0.3333}"
5,falcon,1,Is the item you have in mind an owl?,No.,"[{'parakeet', 'peacock', 'falcon'}, {'giraffe', 'peacock', 'falcon', 'hamster', 'cheetah', 'fawn', 'parakeet'}, {'cheetah', 'giraffe', 'peacock', 'falcon', 'hamster', 'parakeet', 'fawn'}, {'giraffe', 'peacock', 'falcon', 'hamster', 'cheetah', 'fawn', 'parakeet'}, {'owl', 'parakeet', 'peacock', 'falcon'}]","{'parakeet': 1.0119047619047619, 'peacock': 1.0119047619047619, 'falcon': 1.0119047619047619, 'giraffe': 0.42857142857142855, 'hamster': 0.42857142857142855, 'cheetah': 0.42857142857142855, 'fawn': 0.42857142857142855, 'owl': 0.25}","{'parakeet': 0.2024, 'peacock': 0.2024, 'falcon': 0.2024, 'giraffe': 0.0857, 'hamster': 0.0857, 'cheetah': 0.0857, 'fawn': 0.0857, 'owl': 0.05}"
5,falcon,2,Is the item you have in mind a falcon?,Yes! That's correct.,"[{'parakeet', 'peacock'}, {'falcon'}, {'falcon'}, {'falcon'}, {'giraffe', 'hamster', 'cheetah', 'fawn', 'parakeet'}]","{'parakeet': 0.7, 'peacock': 0.5, 'falcon': 3.0, 'giraffe': 0.2, 'hamster': 0.2, 'cheetah': 0.2, 'fawn': 0.2}","{'parakeet': 0.14, 'peacock': 0.1, 'falcon': 0.6, 'giraffe': 0.04, 'hamster': 0.04, 'cheetah': 0.04, 'fawn': 0.04}"
6,hamster,0,Is the item an animal?,Yes.,"[{'chipmunk', 'zebra', 'hamster', 'bear'}, {'chipmunk', 'zebra', 'hamster', 'bear'}, {'chipmunk', 'zebra', 'hamster', 'bear'}, {'chipmunk', 'zebra', 'hamster', 'bear'}, {'chipmunk', 'zebra', 'hamster', 'bear'}]","{'chipmunk': 1.25, 'zebra': 1.25, 'hamster': 1.25, 'bear': 1.25}","{'chipmunk': 0.25, 'zebra': 0.25, 'hamster': 0.25, 'bear': 0.25}"
6,hamster,1,Is the animal a bear?,No.,"[{'chipmunk', 'zebra', 'hamster'}, {'chipmunk', 'zebra', 'hamster'}, {'chipmunk', 'zebra', 'hamster'}, {'chipmunk', 'zebra', 'hamster'}, {'chipmunk', 'zebra', 'hamster'}]","{'chipmunk': 1.6666666666666665, 'zebra': 1.6666666666666665, 'hamster': 1.6666666666666665}","{'chipmunk': 0.3333, 'zebra': 0.3333, 'hamster': 0.3333}"
6,hamster,2,Is the animal a chipmunk?,No.,"[{'zebra', 'hamster'}, {'zebra', 'hamster'}, {'zebra', 'hamster'}, {'zebra', 'hamster'}, {'zebra', 'hamster'}]","{'zebra': 2.5, 'hamster': 2.5}","{'zebra': 0.5, 'hamster': 0.5}"
6,hamster,3,Is the animal a hamster?,Yes! That's correct.,"[{'hamster'}, {'hamster'}, {'hamster'}, {'hamster'}, {'hamster'}]",{'hamster': 5.0},{'hamster': 1.0}
7,dolphin,0,Is the item you have in mind an animal?,Yes.,"[{'dolphin', 'beaver', 'cougar'}, {'beaver', 'cougar'}, {'dolphin', 'beaver', 'cougar'}, {'dolphin', 'beaver', 'cougar'}, {'beaver', 'cougar'}]","{'dolphin': 1.0, 'beaver': 1.9999999999999998, 'cougar': 1.9999999999999998}","{'dolphin': 0.2, 'beaver': 0.4, 'cougar': 0.4}"
7,dolphin,1,Is the animal you are thinking of a mammal?,Yes.,"[{'ox', 'dolphin', 'beaver', 'cougar'}, {'ox', 'dolphin', 'beaver', 'cougar'}, {'ox', 'dolphin', 'beaver', 'cougar'}, {'ox', 'beaver', 'cougar'}, {'ox', 'beaver', 'cougar'}]","{'ox': 1.4166666666666665, 'dolphin': 0.75, 'beaver': 1.4166666666666665, 'cougar': 1.4166666666666665}","{'ox': 0.2833, 'dolphin': 0.15, 'beaver': 0.2833, 'cougar': 0.2833}"
7,dolphin,2,Does the animal you have in mind live in water?,Yes.,"[{'dolphin', 'beaver'}, {'dolphin', 'beaver'}, {'dolphin', 'beaver'}, {'dolphin', 'beaver'}, {'dolphin', 'beaver'}]","{'dolphin': 2.5, 'beaver': 2.5}","{'dolphin': 0.5, 'beaver': 0.5}"
7,dolphin,3,Is the animal you are thinking of a dolphin?,Yes! That's correct.,"[{'dolphin'}, {'dolphin'}, {'dolphin', 'beaver'}, {'dolphin', 'beaver', 'cougar'}, {'dolphin'}]","{'dolphin': 3.8333333333333335, 'beaver': 0.8333333333333333, 'cougar': 0.3333333333333333}","{'dolphin': 0.7667, 'beaver': 0.1667, 'cougar': 0.0667}"
8,deer,0,Is the item alive?,Yes.,"[{'deer', 'fawn', 'elephant', 'gorilla'}, {'deer', 'fawn', 'elephant', 'gorilla'}, {'deer', 'fawn', 'elephant', 'gorilla'}, {'deer', 'fawn', 'elephant', 'gorilla'}, {'deer', 'fawn', 'elephant', 'gorilla'}]","{'deer': 1.25, 'fawn': 1.25, 'elephant': 1.25, 'gorilla': 1.25}","{'deer': 0.25, 'fawn': 0.25, 'elephant': 0.25, 'gorilla': 0.25}"
8,deer,1,Is the item a mammal?,Yes.,"[{'deer', 'fawn', 'elephant', 'gorilla'}, {'deer', 'elephant', 'gorilla'}, {'deer', 'fawn', 'elephant', 'gorilla'}, {'deer', 'fawn', 'elephant', 'gorilla'}, {'deer', 'fawn', 'elephant', 'gorilla'}]","{'deer': 1.3333333333333333, 'fawn': 1.0, 'elephant': 1.3333333333333333, 'gorilla': 1.3333333333333333}","{'deer': 0.2667, 'fawn': 0.2, 'elephant': 0.2667, 'gorilla': 0.2667}"
8,deer,2,Is the item commonly found in the wild?,Yes.,"[{'fawn', 'elephant', 'gorilla', 'deer'}, {'deer', 'elephant', 'gorilla'}, {'gorilla', 'deer', 'fawn', 'elephant'}, {'deer', 'fawn', 'elephant', 'gorilla'}, {'deer', 'elephant'}]","{'fawn': 0.75, 'elephant': 1.5833333333333333, 'gorilla': 1.0833333333333333, 'deer': 1.5833333333333333}","{'fawn': 0.15, 'elephant': 0.3167, 'gorilla': 0.2167, 'deer': 0.3167}"
8,deer,3,Is the item a deer?,Yes! That's correct.,"[{'deer'}, {'fawn', 'elephant', 'gorilla', 'deer'}, {'fawn', 'elephant', 'gorilla', 'deer'}, {'fawn', 'elephant', 'gorilla', 'deer'}, {'fawn', 'elephant', 'gorilla', 'deer'}]","{'deer': 2.0, 'fawn': 1.0, 'elephant': 1.0, 'gorilla': 1.0}","{'deer': 0.4, 'fawn': 0.2, 'elephant': 0.2, 'gorilla': 0.2}"
9,boots,0,Is the item you are thinking of an animal?,No.,"[{'otter', 'porcupine', 'trousers', 'swimsuit', 'cape', 'boots'}, {'otter', 'porcupine', 'trousers', 'swimsuit', 'cape', 'boots'}, {'porcupine', 'trousers', 'swimsuit', 'cape', 'fawn', 'otter', 'boots', 'seal'}, {'otter', 'porcupine', 'trousers', 'swimsuit', 'cape', 'boots'}, {'otter', 'porcupine', 'trousers', 'swimsuit', 'cape', 'boots'}]","{'otter': 0.7916666666666666, 'porcupine': 0.7916666666666666, 'trousers': 0.7916666666666666, 'swimsuit': 0.7916666666666666, 'cape': 0.7916666666666666, 'boots': 0.7916666666666666, 'fawn': 0.125, 'seal': 0.125}","{'otter': 0.1583, 'porcupine': 0.1583, 'trousers': 0.1583, 'swimsuit': 0.1583, 'cape': 0.1583, 'boots': 0.1583, 'fawn': 0.025, 'seal': 0.025}"
9,boots,1,Is the item you are thinking of a type of clothing?,Yes.,"[{'swimsuit', 'cape', 'trousers'}, {'swimsuit', 'cape', 'trousers'}, {'swimsuit', 'cape', 'trousers'}, {'swimsuit', 'cape', 'trousers'}, {'swimsuit', 'cape', 'trousers'}]","{'swimsuit': 1.6666666666666665, 'cape': 1.6666666666666665, 'trousers': 1.6666666666666665}","{'swimsuit': 0.3333, 'cape': 0.3333, 'trousers': 0.3333}"
9,boots,2,Is the item you are thinking of worn on the upper body?,No.,"[{'swimsuit', 'cape', 'trousers'}, {'cape', 'trousers'}, {'boots', 'trousers'}, {'swimsuit', 'cape', 'trousers'}, {'swimsuit', 'boots', 'cape', 'trousers'}]","{'swimsuit': 0.9166666666666666, 'cape': 1.4166666666666665, 'trousers': 1.9166666666666665, 'boots': 0.75}","{'swimsuit': 0.1833, 'cape': 0.2833, 'trousers': 0.3833, 'boots': 0.15}"
9,boots,3,Is the item you are thinking of worn on the lower body?,Yes.,"[{'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}]","{'boots': 2.5, 'trousers': 2.5}","{'boots': 0.5, 'trousers': 0.5}"
9,boots,4,Is the item you are thinking of trousers?,No.,"[{'swimsuit', 'cape', 'fawn', 'otter'}, {'otter', 'porcupine', 'swimsuit', 'cape', 'fawn'}, {'otter', 'porcupine', 'swimsuit', 'cape', 'seal', 'fawn'}, {'swimsuit', 'cape', 'fawn', 'otter'}, {'swimsuit', 'cape', 'fawn', 'otter'}]","{'swimsuit': 1.1166666666666667, 'cape': 1.1166666666666667, 'fawn': 1.1166666666666667, 'otter': 1.1166666666666667, 'porcupine': 0.3666666666666667, 'seal': 0.16666666666666666}","{'swimsuit': 0.2233, 'cape': 0.2233, 'fawn': 0.2233, 'otter': 0.2233, 'porcupine': 0.0733, 'seal': 0.0333}"
9,boots,5,Is the item you are thinking of a cape?,No.,"[{'otter', 'porcupine', 'swimsuit', 'cape', 'seal', 'fawn'}, {'otter', 'porcupine', 'swimsuit', 'cape', 'seal', 'fawn'}, {'porcupine', 'swimsuit', 'cape', 'seal', 'fawn'}, {'otter', 'porcupine', 'swimsuit', 'cape', 'seal', 'fawn'}, {'swimsuit', 'boots', 'porcupine', 'fawn'}]","{'otter': 0.5, 'porcupine': 0.95, 'swimsuit': 0.95, 'cape': 0.7, 'seal': 0.7, 'fawn': 0.95, 'boots': 0.25}","{'otter': 0.1, 'porcupine': 0.19, 'swimsuit': 0.19, 'cape': 0.14, 'seal': 0.14, 'fawn': 0.19, 'boots': 0.05}"
9,boots,6,Is the item you are thinking of boots?,Yes! That's correct.,"[{'boots'}, {'boots'}, {'boots'}, {'boots'}, {'boots'}]",{'boots': 5.0},{'boots': 1.0}
10,tie,0,Is the item a living creature?,No.,"[{'scarf', 'belt', 'blouse', 'tie', 'pig'}, {'blouse', 'tie', 'belt', 'scarf'}, {'scarf', 'belt', 'blouse', 'tie', 'pig'}, {'blouse', 'tie', 'belt', 'scarf'}, {'scarf', 'belt', 'blouse', 'tie', 'pig'}]","{'scarf': 1.1, 'belt': 1.1, 'blouse': 1.1, 'tie': 1.1, 'pig': 0.6000000000000001}","{'scarf': 0.22, 'belt': 0.22, 'blouse': 0.22, 'tie': 0.22, 'pig': 0.12}"
10,tie,1,Is the item an accessory?,Yes.,"[{'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'belt', 'scarf'}]","{'tie': 2.3333333333333335, 'scarf': 2.3333333333333335, 'belt': 0.3333333333333333}","{'tie': 0.4667, 'scarf': 0.4667, 'belt': 0.0667}"
10,tie,2,Is the item typically worn around the neck?,Yes.,"[{'scarf', 'belt', 'tie', 'blouse'}, {'tie', 'scarf'}, {'scarf', 'belt', 'tie', 'blouse'}, {'tie', 'scarf'}, {'tie', 'scarf'}]","{'scarf': 2.0, 'belt': 0.5, 'tie': 2.0, 'blouse': 0.5}","{'scarf': 0.4, 'belt': 0.1, 'tie': 0.4, 'blouse': 0.1}"
10,tie,3,Is the item a scarf?,No.,"[{'tie', 'blouse'}, {'tie', 'blouse'}, {'tie', 'blouse'}, {'scarf', 'belt', 'tie', 'blouse'}, {'tie', 'blouse'}]","{'tie': 2.25, 'blouse': 2.25, 'scarf': 0.25, 'belt': 0.25}","{'tie': 0.45, 'blouse': 0.45, 'scarf': 0.05, 'belt': 0.05}"
10,tie,4,Is the item a tie?,Yes! That's correct.,"[{'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}]",{'tie': 5.0},{'tie': 1.0}
11,belt,0,Is your item an animal?,No.,"[{'blouse', 'pajamas', 'tie', 'belt'}, {'belt', 'blouse', 'pajamas', 'tie', 'platypus'}, {'blouse', 'pajamas', 'tie', 'belt'}, {'blouse', 'pajamas', 'tie', 'belt'}, {'blouse', 'pajamas', 'tie', 'belt'}]","{'blouse': 1.2, 'pajamas': 1.2, 'tie': 1.2, 'belt': 1.2, 'platypus': 0.2}","{'blouse': 0.24, 'pajamas': 0.24, 'tie': 0.24, 'belt': 0.24, 'platypus': 0.04}"
11,belt,1,Is your item a piece of clothing?,Yes.,"[{'blouse', 'pajamas', 'tie', 'belt'}, {'blouse', 'pajamas', 'tie', 'belt'}, {'pajamas', 'tie', 'blouse', 'belt'}, {'blouse', 'pajamas', 'tie', 'belt'}, {'blouse', 'pajamas', 'tie', 'belt'}]","{'blouse': 1.25, 'pajamas': 1.25, 'tie': 1.25, 'belt': 1.25}","{'blouse': 0.25, 'pajamas': 0.25, 'tie': 0.25, 'belt': 0.25}"
11,belt,2,Is your item worn on the upper body?,No.,"[{'pajamas', 'tie', 'belt'}, {'pajamas', 'tie', 'belt'}, {'pajamas', 'tie', 'belt'}, {'pajamas', 'tie', 'belt'}, {'pajamas', 'tie', 'belt'}]","{'pajamas': 1.6666666666666665, 'tie': 1.6666666666666665, 'belt': 1.6666666666666665}","{'pajamas': 0.3333, 'tie': 0.3333, 'belt': 0.3333}"
