dialogue_id,intra_dialogue_id,target,question,answer,question_confidence,question_observed_consistency,question_self_reflection,answer_confidence,answer_observed_consistency,answer_self_reflection,question_time,answer_time
4,3,owl,Is the item you are thinking of a pigeon?,No.,,,,,,,540,412
4,4,owl,Is the item you are thinking of an owl?,Yes! That's correct.,,,,,,,453,632
5,0,falcon,Is the item you have in mind a bird?,Yes.,,,,,,,484,659
5,1,falcon,Is the item you have in mind an owl?,No.,,,,,,,462,377
5,2,falcon,Is the item you have in mind a falcon?,Yes! That's correct.,,,,,,,740,754
6,0,hamster,Is the item an animal?,Yes.,,,,,,,661,475
6,1,hamster,Is the animal a bear?,No.,,,,,,,631,389
6,2,hamster,Is the animal a chipmunk?,No.,,,,,,,602,659
6,3,hamster,Is the animal a hamster?,Yes! That's correct.,,,,,,,1144,647
7,0,dolphin,Is the item you have in mind an animal?,Yes.,,,,,,,667,394
7,1,dolphin,Is the animal you are thinking of a mammal?,Yes.,,,,,,,625,591
7,2,dolphin,Does the animal you have in mind live in water?,Yes.,,,,,,,569,398
7,3,dolphin,Is the animal you are thinking of a dolphin?,Yes! That's correct.,,,,,,,686,580
8,0,deer,Is the item alive?,Yes.,,,,,,,676,380
8,1,deer,Is the item a mammal?,Yes.,,,,,,,490,418
8,2,deer,Is the item commonly found in the wild?,Yes.,,,,,,,443,598
8,3,deer,Is the item a deer?,Yes! That's correct.,,,,,,,615,693
9,0,boots,Is the item you are thinking of an animal?,No.,,,,,,,468,551
9,1,boots,Is the item you are thinking of a type of clothing?,Yes.,,,,,,,690,578
9,2,boots,Is the item you are thinking of worn on the upper body?,No.,,,,,,,615,657
9,3,boots,Is the item you are thinking of worn on the lower body?,Yes.,,,,,,,714,326
9,4,boots,Is the item you are thinking of trousers?,No.,,,,,,,500,654
9,5,boots,Is the item you are thinking of a cape?,No.,,,,,,,521,628
9,6,boots,Is the item you are thinking of boots?,Yes! That's correct.,,,,,,,450,646
10,0,tie,Is the item a living creature?,No.,,,,,,,471,335
10,1,tie,Is the item an accessory?,Yes.,,,,,,,634,646
10,2,tie,Is the item typically worn around the neck?,Yes.,,,,,,,661,694
10,3,tie,Is the item a scarf?,No.,,,,,,,381,419
10,4,tie,Is the item a tie?,Yes! That's correct.,,,,,,,438,572
11,0,belt,Is your item an animal?,No.,,,,,,,499,324
11,1,belt,Is your item a piece of clothing?,Yes.,,,,,,,392,469
11,2,belt,Is your item worn on the upper body?,No.,,,,,,,579,319
11,3,belt,Is your item worn on the lower body?,Yes.,,,,,,,453,506
11,4,belt,Is your item designed to be worn specifically at night?,No.,,,,,,,770,421
11,5,belt,Is your item designed to be worn around the waist?,"Yes! That's correct.   Congratulations, you guessed it right! My assigned item was ""belt"". Well done!",,,,,,,479,684
12,0,seal,Is the item an animal?,Yes.,,,,,,,689,622
12,1,seal,Is the animal a mammal?,Yes.,,,,,,,372,404
12,2,seal,Is the animal a rodent?,No.,,,,,,,380,458
12,3,seal,Is the animal a marine mammal?,Yes.,,,,,,,676,496
12,4,seal,Is the animal a seal?,Yes! That's correct.,,,,,,,586,435
13,0,bear,Is your item an animal?,Yes.,,,,,,,461,401
13,1,bear,Is your animal a zebra?,No.,,,,,,,703,431
13,2,bear,Is your animal a bear?,Yes! That's correct.,,,,,,,406,426
14,0,seal,Is your item a weapon?,No.,,,,,,,424,357
14,1,seal,Is your item an animal?,Yes.,,,,,,,551,698
14,2,seal,Is your item a mammal?,Yes.,,,,,,,407,412
14,3,seal,Is your item a seal?,Yes! That's correct.,,,,,,,520,507
15,0,missile,Does the item you have in mind belong in the category of animals?,No.,,,,,,,526,386
15,1,missile,Is the item you have in mind a weapon or explosive device?,Yes.,,,,,,,504,642
15,2,missile,Is the item you have in mind a bomb?,No.,,,,,,,488,408
15,3,missile,Is the item you have in mind a missile?,Yes! That's correct.,,,,,,,543,537
16,0,spear,Is the item alive?,No.,,,,,,,636,550
16,1,spear,Is the item a weapon?,Yes.,,,,,,,663,437
16,2,spear,Is the item a dagger?,No.,,,,,,,755,343
16,3,spear,Is the item a spear?,Yes! That's correct.,,,,,,,402,751
17,0,stick,Is the item an animal?,No.,,,,,,,432,603
17,1,stick,Is the item a tool or weapon?,It can be used as a tool.,,,,,,,469,463
17,2,stick,Is the item made of metal?,No.,,,,,,,403,603
17,3,stick,Is the item made of wood?,"Yes! That's correct.   Congratulations, you guessed it right! The item assigned to me is ""stick"". Well done! Would you like to play again?",,,,,,,455,763
18,0,caribou,Does your item grow on a vine?,No.,,,,,,,399,368
18,1,caribou,Is your item an animal?,Yes.,,,,,,,591,394
18,2,caribou,Is your item a mammal?,Yes.,,,,,,,538,382
18,3,caribou,Is your item known for having quills?,No.,,,,,,,593,409
18,4,caribou,Is your item known for its long trunk?,No.,,,,,,,646,393
18,5,caribou,Is your item small in size compared to an elephant?,Yes.,,,,,,,461,333
18,6,caribou,Is your item a hamster?,No.,,,,,,,444,438
18,7,caribou,Is your item a porcupine?,No.,,,,,,,481,362
18,8,caribou,Is your item a caribou?,Yes! That's correct.,,,,,,,483,566
19,0,zebra,Is the item you have an animal?,Yes.,,,,,,,447,391
19,1,zebra,Does the animal you have live in the ocean?,No.,,,,,,,374,303
19,2,zebra,Is the animal you have a mammal?,Yes.,,,,,,,595,309
19,3,zebra,Is the animal you have commonly found on land?,Yes.,,,,,,,435,431
19,4,zebra,Is the animal you have typically kept as a domesticated pet?,No.,,,,,,,617,404
19,5,zebra,Is the animal you have commonly seen in a zoo?,Yes.,,,,,,,437,683
19,6,zebra,Is the animal you have black and white striped fur?,"Yes! That's correct.   Congratulations! You have successfully guessed that the item I was assigned is ""zebra"". Well done!",,,,,,,536,676
20,0,cow,Is the item you are thinking of an animal?,Yes.,,,,,,,467,842
20,1,cow,Is the animal you are thinking of a mammal?,Yes.,,,,,,,457,431
20,2,cow,Is the animal you are thinking of a herbivore?,Yes.,,,,,,,659,433
20,3,cow,Is the animal you are thinking of commonly found on farms?,Yes.,,,,,,,523,599
20,4,cow,Is the animal you are thinking of a cow?,Yes! That's correct.,,,,,,,493,484
21,0,avocado,Is the item you are thinking of an animal?,No.,,,,,,,449,384
21,1,avocado,Is the item you are thinking of a fruit?,Yes.,,,,,,,907,403
21,2,avocado,Is the item you are thinking of red in color?,No.,,,,,,,427,472
21,3,avocado,Is the item you are thinking of green in color?,Yes.,,,,,,,710,411
21,4,avocado,Is the item you are thinking of a pineapple?,No.,,,,,,,495,464
21,5,avocado,Is the item you are thinking of an avocado?,Yes! That's correct.,,,,,,,601,393
22,0,cherry,Is the item edible?,Yes.,,,,,,,418,380
22,1,cherry,Is the item a fruit?,Yes.,,,,,,,466,370
22,2,cherry,Is the item red when ripe?,Yes.,,,,,,,469,629
22,3,cherry,Is the item a cherry?,Yes! That's correct.,,,,,,,745,489
23,0,tomato,Is the item you have related to food?,Yes.,,,,,,,528,340
23,1,tomato,Is the item you have a tangerine?,No.,,,,,,,571,648
23,2,tomato,Is the item you have a tomato?,Yes! That's correct.,,,,,,,528,448
24,0,mink,Is the item edible?,No.,,,,,,,415,394
24,1,mink,Is the item an animal?,Yes.,,,,,,,471,321
24,2,mink,Is the animal a mammal?,Yes.,,,,,,,389,632
24,3,mink,Is the animal a whale?,No.,,,,,,,381,421
24,4,mink,Is the animal a mink?,Yes! That's correct.,,,,,,,372,429
25,0,gorilla,Is your item a vegetable?,No.,,,,,,,472,330
25,1,gorilla,Is your item an animal?,Yes.,,,,,,,420,415
25,2,gorilla,Is your item a mammal?,Yes.,,,,,,,425,413
25,3,gorilla,Does your item live on land?,Yes.,,,,,,,616,400
25,4,gorilla,Is your item commonly found in cold regions?,No.,,,,,,,439,672
25,5,gorilla,Is your item found in forests or jungles?,Yes.,,,,,,,410,498
25,6,gorilla,Is your item commonly depicted in cartoons or children's books?,Yes.,,,,,,,517,678
25,7,gorilla,Is your item a gorilla?,Yes! That's correct.,,,,,,,483,675
26,0,elk,Is your item an animal?,Yes.,,,,,,,430,388
26,1,elk,Is your animal a mammal?,Yes.,,,,,,,562,385
26,2,elk,Does your mammal live in water?,No.,,,,,,,412,351
26,3,elk,Is your mammal a member of the cat family?,No.,,,,,,,737,389
26,4,elk,Is your mammal a herbivore?,Yes.,,,,,,,490,600
26,5,elk,Is your mammal an elk?,Yes! That's correct.,,,,,,,464,467
27,0,pumpkin,Is the item you have related to food?,Yes.,,,,,,,430,383
27,1,pumpkin,Is the item you have a mushroom?,No.,,,,,,,459,586
27,2,pumpkin,Is the item you have a pumpkin?,Yes! That's correct.,,,,,,,412,370
28,0,beans,Is the item you are thinking of an animal?,No.,,,,,,,443,355
28,1,beans,Is the item you are thinking of a vegetable?,Yes.,,,,,,,456,388
28,2,beans,Is the item you are thinking of a root vegetable?,No.,,,,,,,449,326
28,3,beans,Is the item you are thinking of a legume?,Yes! That's correct.,,,,,,,736,565
29,0,potato,Is the item on the list an animal?,No.,,,,,,,453,433
29,1,potato,Is the item on the list a vegetable?,Yes.,,,,,,,446,414
29,2,potato,Is the item on the list a potato?,Yes! That's correct.,,,,,,,865,472
30,0,penguin,Is your item a bird?,Yes.,,,,,,,658,375
30,1,penguin,Is your item a vulture?,No.,,,,,,,468,355
30,2,penguin,Is your item a buzzard?,No.,,,,,,,436,628
30,3,penguin,Is your item a bluejay?,No.,,,,,,,633,783
30,4,penguin,Is your item a penguin?,Yes! That's correct.,,,,,,,490,746
31,0,stork,Is the item a bird?,Yes.,,,,,,,356,1608
31,1,stork,Is the item a woodpecker?,No.,,,,,,,446,323
31,2,stork,Is the item an eagle?,No.,,,,,,,457,411
31,3,stork,Is the item a stork?,Yes! That's correct.,,,,,,,438,436
32,0,hawk,Is your item a bird?,Yes.,,,,,,,346,411
32,1,hawk,Is your item a peacock?,No.,,,,,,,423,372
32,2,hawk,Is your item a hawk?,Yes! That's correct.,,,,,,,424,404
33,0,bra,Is the item you are thinking of a bird?,No.,,,,,,,429,411
33,1,bra,Is the item you are thinking of an article of clothing?,Yes.,,,,,,,755,363
33,2,bra,Is the item you are thinking of worn on the upper body?,Yes.,,,,,,,472,615
33,3,bra,Is the item you are thinking of typically worn by women?,Yes.,,,,,,,516,337
33,4,bra,Is the item you are thinking of used to provide support and coverage for the chest?,"Yes! That's correct.   Congratulations, you guessed it! The item I was thinking of is ""bra"". Well done! Would you like to play again?",,,,,,,551,688
34,0,belt,Is your item a bird?,No.,,,,,,,420,598
34,1,belt,Is your item something that can be worn?,Yes.,,,,,,,471,619
34,2,belt,Is your item worn on the feet?,No.,,,,,,,512,386
34,3,belt,Is your item typically worn around the waist?,Yes! That's correct.,,,,,,,425,371
35,0,bra,Is your item worn on the body?,Yes.,,,,,,,818,437
35,1,bra,Is your item a type of clothing?,Yes.,,,,,,,467,334
35,2,bra,Is your item worn on the lower body?,No.,,,,,,,699,527
35,3,bra,Is your item worn on the upper body?,Yes.,,,,,,,583,415
35,4,bra,Is your item typically worn by women?,Yes.,,,,,,,485,394
35,5,bra,Is your item a bra?,Yes! That's correct.,,,,,,,451,460
36,0,penguin,Is your item a living creature?,Yes.,,,,,,,464,323
36,1,penguin,Does your item have wings?,Yes.,,,,,,,772,1797
36,2,penguin,Is your item a bird?,Yes.,,,,,,,477,322
36,3,penguin,Is your item a duck?,No.,,,,,,,427,320
36,4,penguin,Is your item a rooster?,No.,,,,,,,389,406
36,5,penguin,Is your item a penguin?,Yes! That's correct.,,,,,,,494,442
37,0,penguin,Is the item living?,Yes.,,,,,,,412,404
37,1,penguin,Is the item a bird?,Yes.,,,,,,,463,321
37,2,penguin,Is the bird able to fly?,No.,,,,,,,442,413
37,3,penguin,Is the bird a penguin?,Yes! That's correct.,,,,,,,448,594
38,0,seagull,Is your item known for flying?,Yes.,,,,,,,453,337
38,1,seagull,Is your item a bird?,Yes.,,,,,,,393,316
38,2,seagull,Is your item a seagull?,Yes! That's correct.,,,,,,,441,420
39,0,whip,Is your item a bird?,No.,,,,,,,459,383
39,1,whip,Is your item a weapon?,Yes.,,,,,,,364,404
39,2,whip,Is your item a bazooka?,No.,,,,,,,545,452
39,3,whip,Is your item a catapult?,No.,,,,,,,447,393
39,4,whip,Is your item a whip?,Yes! That's correct.,,,,,,,464,414
40,0,bomb,Is the item a bird?,No.,,,,,,,656,308
40,1,bomb,Is the item a weapon?,No.,,,,,,,436,375
40,2,bomb,Is the item a bird species?,No.,,,,,,,405,411
40,3,bomb,Is the item typically found in nature?,No.,,,,,,,391,392
40,4,bomb,Is the item explosive?,Yes.,,,,,,,400,415
40,5,bomb,Is the item a bomb?,Yes! That's correct.,,,,,,,626,433
41,0,stick,Is your item an animal?,No.,,,,,,,407,354
41,1,stick,Is your item a weapon?,No.,,,,,,,452,419
41,2,stick,Does your item come from the natural world?,Yes.,,,,,,,443,337
41,3,stick,Is your item made of wood?,"Yes! That's correct.   Congratulations! You guessed it right. My assigned item is ""stick"". Well done!",,,,,,,470,719
42,0,budgie,Is your item a type of bird?,Yes.,,,,,,,390,404
42,1,budgie,Is your item a crow?,No.,,,,,,,448,389
42,2,budgie,Is your item a raven?,No.,,,,,,,478,473
42,3,budgie,Is your item a budgie?,Yes! That's correct.,,,,,,,421,484
43,0,dove,Is the item you are thinking of a bird?,Yes.,,,,,,,465,372
43,1,dove,Is the item you are thinking of a fruit-eating bird?,No.,,,,,,,517,463
43,2,dove,Is the item you are thinking of a bird of prey?,No.,,,,,,,432,514
43,3,dove,Is the item you are thinking of a small bird with a melodious song?,Yes.,,,,,,,533,691
43,4,dove,Is the item you are thinking of a dove?,Yes! That's correct.,,,,,,,490,395
44,0,woodpecker,Is the item you are thinking of an animal?,Yes.,,,,,,,498,400
44,1,woodpecker,Is the animal you are thinking of a bird?,Yes.,,,,,,,516,319
44,2,woodpecker,Does the bird you are thinking of have a long neck?,No.,,,,,,,440,377
44,3,woodpecker,Is the bird you are thinking of white in color?,No.,,,,,,,488,347
44,4,woodpecker,Is the bird you are thinking of known for its distinctive song or call?,No.,,,,,,,556,324
44,5,woodpecker,Is the bird you are thinking of known for its bright colors?,No.,,,,,,,720,399
44,6,woodpecker,Is the bird you are thinking of a woodpecker?,Yes! That's correct.,,,,,,,548,467
45,0,rhubarb,Is your item a fruit?,No.,,,,,,,411,348
45,1,rhubarb,Is your item a bird?,No.,,,,,,,488,348
45,2,rhubarb,Is your item a plant?,Yes.,,,,,,,441,504
45,3,rhubarb,Is your item rhubarb?,Yes! That's correct.,,,,,,,495,439
46,0,tangerine,Is the item a fruit?,Yes.,,,,,,,408,389
46,1,tangerine,Is the item yellow when ripe?,No.,,,,,,,450,439
46,2,tangerine,Is the item green when ripe?,No.,,,,,,,480,400
46,3,tangerine,Is the item orange when ripe?,Yes.,,,,,,,730,407
46,4,tangerine,The item assigned to you is a tangerine.,Yes! That's correct.,,,,,,,547,473
47,0,nectarine,Is the item you have a fruit?,Yes.,,,,,,,394,334
47,1,nectarine,Is the item you have a nectarine?,Yes! That's correct.,,,,,,,488,679
48,0,crow,Is your item a type of bird?,Yes.,,,,,,,487,573
48,1,crow,Is your item a chickadee?,No.,,,,,,,441,502
48,2,crow,Is your item a starling?,No.,,,,,,,411,418
48,3,crow,Is your item a crow?,Yes! That's correct.,,,,,,,442,457
49,0,blackbird,Is the item you are thinking of a living organism?,Yes.,,,,,,,478,381
49,1,blackbird,Is the item you are thinking of a bird?,Yes.,,,,,,,493,484
49,2,blackbird,Is the item you are thinking of a blackbird?,Yes! That's correct.,,,,,,,410,361
50,0,parakeet,Is the item a bird?,Yes.,,,,,,,422,384
50,1,parakeet,Is the bird a parakeet?,Yes! That's correct.,,,,,,,384,434
51,0,potato,Is the item you are thinking of a vegetable?,Yes.,,,,,,,935,473
51,1,potato,Is the item you're thinking of onions?,No.,,,,,,,665,344
51,2,potato,Is the item you're thinking of a potato?,Yes! That's correct.,,,,,,,480,2136
52,0,corn,Is your item a bird?,No.,,,,,,,518,410
52,1,corn,Is your item a vegetable?,Yes.,,,,,,,435,385
52,2,corn,Is your item a type of corn?,Yes! That's correct.,,,,,,,512,468
53,0,avocado,Is your item a bird?,No.,,,,,,,437,327
53,1,avocado,Is your item a vegetable?,Yes.,,,,,,,439,386
53,2,avocado,Is your item commonly used in salads?,Yes.,,,,,,,423,481
53,3,avocado,Is your item an avocado?,Yes! That's correct.,,,,,,,515,576
54,0,cape,Is the item you have assigned a piece of clothing?,Yes.,,,,,,,518,377
54,1,cape,Is the item you have assigned worn on the upper part of the body?,Yes.,,,,,,,572,441
54,2,cape,Is the item you have assigned typically worn by women?,No.,,,,,,,511,413
54,3,cape,Is the item you have assigned primarily worn as outerwear?,Yes.,,,,,,,423,372
54,4,cape,Is the item you have assigned a cape?,Yes! That's correct.,,,,,,,529,674
55,0,cape,Is your item a weapon?,No.,,,,,,,463,416
55,1,cape,Is your item worn on the body?,Yes.,,,,,,,460,344
55,2,cape,Is your item worn on the lower body?,No.,,,,,,,426,349
55,3,cape,Is your item a cape?,Yes! That's correct.,,,,,,,392,341
56,0,trousers,Is the item you are thinking of a weapon?,No.,,,,,,,437,396
56,1,trousers,Is the item you are thinking of a piece of clothing?,Yes.,,,,,,,492,394
56,2,trousers,Is the item you are thinking of worn on the upper body?,No.,,,,,,,461,316
56,3,trousers,Is the item you are thinking of worn on the lower body?,Yes.,,,,,,,781,336
56,4,trousers,Is the item you are thinking of a pair of trousers?,Yes! That's correct.,,,,,,,528,463
57,0,grenade,Is your item worn on the body?,No.,,,,,,,461,334
57,1,grenade,Is your item a weapon?,Yes.,,,,,,,532,310
57,2,grenade,Is your item a grenade?,Yes! That's correct.,,,,,,,456,421
58,0,spear,Is the item you have in mind a piece of clothing?,No.,,,,,,,492,363
58,1,spear,Is the item you have in mind a weapon?,Yes.,,,,,,,491,354
58,2,spear,Is the item you have in mind a melee weapon?,Yes.,,,,,,,497,418
58,3,spear,Is the item you have in mind a stick?,No.,,,,,,,574,416
58,4,spear,Is the item you have in mind a spear?,Yes! That's correct.,,,,,,,497,425
59,0,missile,Is the item you have a piece of clothing?,No.,,,,,,,403,400
59,1,missile,Is the item you have a weapon?,Yes.,,,,,,,474,313
59,2,missile,Is the item you have explosive?,Yes.,,,,,,,439,518
59,3,missile,Is the item you have a bomb?,No.,,,,,,,1052,332
59,4,missile,Is the item you have a missile?,Yes! That's correct.,,,,,,,411,440
60,0,swimsuit,Is your item a piece of clothing?,Yes.,,,,,,,442,360
60,1,swimsuit,Is your item worn mainly in cold weather?,No.,,,,,,,489,379
60,2,swimsuit,Is your item typically worn in warm weather?,Yes.,,,,,,,483,449
60,3,swimsuit,Is your item a swimsuit?,Yes! That's correct.,,,,,,,464,406
61,0,trousers,Is your item something edible?,No.,,,,,,,373,341
61,1,trousers,Is your item a piece of clothing?,Yes.,,,,,,,416,409
61,2,trousers,Is your item worn on the upper body?,No.,,,,,,,458,409
61,3,trousers,Is your item worn on the lower body?,Yes.,,,,,,,448,626
61,4,trousers,Is your item typically worn as sleepwear?,No.,,,,,,,470,834
61,5,trousers,Is your item typically worn during the day?,Yes.,,,,,,,499,402
61,6,trousers,Is your item a pair of pants?,Yes! That's correct.,,,,,,,462,444
62,0,socks,Is your item a piece of clothing?,Yes.,,,,,,,484,318
62,1,socks,Is your item worn on the upper body?,No.,,,,,,,489,793
62,2,socks,Is your item worn on the lower body?,Yes.,,,,,,,450,414
62,3,socks,Is your item typically worn under other clothing?,No.,,,,,,,703,714
62,4,socks,Is your item typically worn on the feet?,"Yes! That's correct.   Congratulations, you guessed it! My assigned item was ""socks"". Well done!",,,,,,,473,672
63,0,apple,Is the item you're thinking of edible?,Yes.,,,,,,,464,337
63,1,apple,Is the item you're thinking of a fruit?,Yes.,,,,,,,529,652
63,2,apple,Is the item you're thinking of round in shape?,Yes.,,,,,,,437,332
63,3,apple,Is the item you're thinking of commonly associated with pies?,Yes.,,,,,,,477,419
63,4,apple,Is the item you're thinking of orange in color?,No.,,,,,,,465,398
63,5,apple,Is the item you're thinking of a pumpkin?,No.  Is the item you're thinking of an apple?,,,,,,,455,458
63,6,apple,"Yes, you got it! Well done! 👏🍎",Yes! That's correct. 🍎 Great job guessing!,,,,,,,530,537
64,0,cherry,Is your item a fruit?,Yes.,,,,,,,387,380
64,1,cherry,Is your item a cherry?,Yes! That's correct.,,,,,,,445,472
65,0,coconut,Is your item something you can wear?,No.,,,,,,,702,401
65,1,coconut,Is your item a fruit?,Yes.,,,,,,,392,406
65,2,coconut,Is your item a strawberry?,No.,,,,,,,396,403
65,3,coconut,Is your item a pear?,No.,,,,,,,439,332
65,4,coconut,Is your item a raisin?,No.,,,,,,,458,349
65,5,coconut,Is your item a coconut?,Yes! That's correct.,,,,,,,476,515
66,0,socks,Is your item edible?,No.,,,,,,,345,335
66,1,socks,Is your item a type of clothing?,Yes.,,,,,,,454,485
66,2,socks,Is your item worn on the upper body?,No.,,,,,,,691,398
66,3,socks,Is your item worn on the lower body?,Yes.,,,,,,,713,299
66,4,socks,Is your item typically worn on the feet?,Yes.,,,,,,,506,354
66,5,socks,Is your item boots?,No.,,,,,,,434,629
66,6,socks,Is your item socks?,Yes! That's correct.,,,,,,,430,450
67,0,blouse,Is the item you have related to food?,No.,,,,,,,475,419
67,1,blouse,Is the item you have something to wear?,Yes.,,,,,,,473,506
67,2,blouse,Is the item you have a type of footwear?,No.,,,,,,,421,405
67,3,blouse,Is the item you have a type of clothing worn on the upper body?,Yes.,,,,,,,604,402
67,4,blouse,Is the item you have a blouse?,Yes! That's correct.,,,,,,,578,437
68,0,swimsuit,Is your item edible?,No.,,,,,,,381,414
68,1,swimsuit,Is your item worn?,Yes.,,,,,,,453,369
68,2,swimsuit,Is your item typically worn during sleep?,No.,,,,,,,467,386
68,3,swimsuit,Is your item typically worn as part of a swim outfit?,Yes! That's correct.,,,,,,,519,384
69,0,broccoli,Is your item a type of clothing?,No.,,,,,,,620,398
69,1,broccoli,Is your item a type of vegetable?,Yes.,,,,,,,386,376
69,2,broccoli,Is your item a type of broccoli?,Yes! That's correct.,,,,,,,422,404
70,0,onions,Is the item you are thinking of a type of clothing?,No.,,,,,,,445,385
70,1,onions,Is the item you are thinking of a vegetable?,Yes.,,,,,,,475,394
70,2,onions,Is the item you are thinking of in the onion family?,Yes.,,,,,,,492,347
70,3,onions,Is the item you are thinking of a leek?,No.,,,,,,,475,389
70,4,onions,Is the item you are thinking of an onion?,Yes! That's correct.,,,,,,,457,368
71,0,cauliflower,Is your item clothing?,No.,,,,,,,411,533
71,1,cauliflower,Is your item a vegetable?,Yes.,,,,,,,387,365
71,2,cauliflower,Is your item a bean?,No.,,,,,,,388,419
71,3,cauliflower,Is your item a cauliflower?,Yes! That's correct.,,,,,,,429,459
72,0,spear,Is the item you are thinking of a weapon?,Yes.,,,,,,,460,425
72,1,spear,Is the item a revolver?,No.,,,,,,,503,633
72,2,spear,Is the item a shotgun?,No.,,,,,,,442,634
72,3,spear,Is the item a spear?,Yes! That's correct.,,,,,,,564,381
73,0,grenade,Is your item a fruit?,No.,,,,,,,425,479
73,1,grenade,Is your item a weapon?,Yes.,,,,,,,389,435
73,2,grenade,Is your item something that is used for close combat?,No.,,,,,,,453,494
73,3,grenade,Is your item designed to be thrown?,Yes.,,,,,,,409,420
73,4,grenade,Is your item a grenade?,Yes! That's correct.,,,,,,,541,395
74,0,bomb,Is the item you are thinking of a fruit?,No.,,,,,,,483,363
74,1,bomb,Is the item you are thinking of a weapon?,No.,,,,,,,701,318
74,2,bomb,Is the item you are thinking of hard and solid?,Yes.,,,,,,,433,575
74,3,bomb,Is the item you are thinking of used for decoration or consumption?,No.,,,,,,,505,423
74,4,bomb,Is the item you are thinking of found in nature?,No.,,,,,,,487,432
74,5,bomb,Is the item you are thinking of used in construction or landscaping?,No.,,,,,,,543,416
74,6,bomb,Is the item you are thinking of typically found indoors?,Yes.,,,,,,,541,417
74,7,bomb,Is the item you are thinking of a rock?,No.,,,,,,,495,323
74,8,bomb,Is the item you are thinking of an apple?,No.,,,,,,,507,400
74,9,bomb,Is the item you are thinking of a crossbow?,No.,,,,,,,501,834
74,10,bomb,Is the item you are thinking of a pumpkin?,No.,,,,,,,520,338
74,11,bomb,Is the item you are thinking of a bomb?,Yes! That's correct.,,,,,,,501,516
75,0,rhubarb,Is the item you are thinking of a weapon?,No.,,,,,,,459,388
75,1,rhubarb,Is the item you are thinking of a fruit?,No.,,,,,,,516,400
75,2,rhubarb,Is the item you are thinking of a tool?,No.,,,,,,,401,452
75,3,rhubarb,Is the item you are thinking of green?,Yes.,,,,,,,532,416
75,4,rhubarb,Is the item you are thinking of a lime?,No.,,,,,,,468,393
75,5,rhubarb,Is the item you are thinking of a rhubarb?,Yes! That's correct.,,,,,,,473,461
76,0,rhubarb,Is your item a fruit?,No.,,,,,,,484,339
76,1,rhubarb,Is your item a tool?,No.,,,,,,,452,403
76,2,rhubarb,Is your item a weapon?,No.,,,,,,,382,427
76,3,rhubarb,Is your item a whip?,No.,,,,,,,651,406
76,4,rhubarb,Is your item related to gardening?,Yes.,,,,,,,449,821
76,5,rhubarb,Is your item rhubarb?,Yes! That's correct.,,,,,,,390,410
77,0,tomato,Is the item edible?,Yes.,,,,,,,359,425
77,1,tomato,Is the item a fruit?,Yes.,,,,,,,375,400
77,2,tomato,Is the item round in shape?,Yes.,,,,,,,404,397
77,3,tomato,Is the item grape?,No.,,,,,,,429,428
77,4,tomato,Is the item honeydew?,No.,,,,,,,454,413
77,5,tomato,Is the item a tomato?,Yes! That's correct.,,,,,,,458,474
78,0,missile,Is your item used as a weapon?,Yes.,,,,,,,463,325
