dialogue_id,target,intra_dialogue_id,question,answer,candidates,candidates_scores,p_distribuition
2,zebra,2,Is your item a marine mammal?,No.,"[{'walrus', 'bear', 'zebra', 'otter'}, {'zebra', 'bear'}, {'walrus', 'bear', 'zebra', 'otter'}, {'zebra', 'bear'}, {'zebra', 'bear'}]","{'walrus': 0.5, 'bear': 2.0, 'zebra': 2.0, 'otter': 0.5}","{'walrus': 0.1, 'bear': 0.4, 'zebra': 0.4, 'otter': 0.1}"
2,zebra,3,Is your item a land mammal?,Yes.,"[{'walrus', 'bear', 'zebra', 'otter'}, {'zebra', 'bear'}, {'zebra', 'bear'}, {'zebra', 'bear'}, {'zebra', 'bear'}]","{'walrus': 0.25, 'bear': 2.25, 'zebra': 2.25, 'otter': 0.25}","{'walrus': 0.05, 'bear': 0.45, 'zebra': 0.45, 'otter': 0.05}"
2,zebra,4,Is your item a carnivore?,Yes.,"[{'bear'}, {'bear'}, {'bear'}, {'bear'}, {'bear'}]",{'bear': 5.0},{'bear': 1.0}
2,zebra,5,Is your item a large carnivore?,Yes.,"[{'bear'}, {'otter', 'walrus', 'zebra', 'bear'}, {'bear'}, {'otter', 'walrus', 'zebra', 'bear'}, {'otter', 'walrus', 'zebra', 'bear'}]","{'bear': 2.75, 'otter': 0.75, 'walrus': 0.75, 'zebra': 0.75}","{'bear': 0.55, 'otter': 0.15, 'walrus': 0.15, 'zebra': 0.15}"
2,zebra,6,Is your item a bear?,No.,"[{'walrus', 'none', 'bear', 'zebra', 'otter'}, {'walrus', 'bear', 'zebra', 'otter'}, {'walrus', 'bear', 'zebra', 'otter', 'None'}, {'walrus', 'none', 'bear', 'zebra', 'otter'}, {'walrus', 'bear', 'zebra', 'otter', 'None'}]","{'walrus': 1.05, 'none': 0.4, 'bear': 1.05, 'zebra': 1.05, 'otter': 1.05, 'None': 0.4}","{'walrus': 0.21, 'none': 0.08, 'bear': 0.21, 'zebra': 0.21, 'otter': 0.21, 'None': 0.08}"
2,zebra,7,Is your item a walrus?,No.,"[{'', 'walrus', 'bear', 'zebra', 'otter'}, {'walrus', 'none', 'bear', 'zebra', 'otter'}, {'otter', 'walrus', 'none', 'zebra', 'bear'}, {'walrus', 'none', 'bear', 'zebra', 'otter'}, {'walrus', 'none', 'bear', 'zebra', 'otter'}]","{'': 0.2, 'walrus': 1.0, 'bear': 1.0, 'zebra': 1.0, 'otter': 1.0, 'none': 0.8}","{'': 0.04, 'walrus': 0.2, 'bear': 0.2, 'zebra': 0.2, 'otter': 0.2, 'none': 0.16}"
2,zebra,8,Is your item an otter?,No.,"[{'None'}, {'', 'walrus', 'bear', 'zebra', 'otter'}, {'None'}, {'walrus', 'none', 'bear', 'zebra', 'otter'}, {'walrus', 'bear', 'zebra', 'otter'}]","{'None': 2.0, '': 0.2, 'walrus': 0.65, 'bear': 0.65, 'zebra': 0.65, 'otter': 0.65, 'none': 0.2}","{'None': 0.4, '': 0.04, 'walrus': 0.13, 'bear': 0.13, 'zebra': 0.13, 'otter': 0.13, 'none': 0.04}"
2,zebra,9,Is your item a vulture?,No.,"[{'otter', 'walrus', 'none', 'zebra', 'bear'}, {'walrus', 'none', 'bear', 'zebra', 'otter'}, {'otter', 'walrus', 'zebra', 'bear'}, {'otter', 'walrus', 'none', 'zebra', 'bear'}, {'otter', 'walrus', 'zebra', 'bear', 'None'}]","{'otter': 1.05, 'walrus': 1.05, 'none': 0.6000000000000001, 'zebra': 1.05, 'bear': 1.05, 'None': 0.2}","{'otter': 0.21, 'walrus': 0.21, 'none': 0.12, 'zebra': 0.21, 'bear': 0.21, 'None': 0.04}"
2,zebra,10,Is your item a zebra?,Yes! That's correct.,"[{'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'otter', 'walrus', 'none', 'zebra', 'bear'}]","{'zebra': 4.2, 'otter': 0.2, 'walrus': 0.2, 'none': 0.2, 'bear': 0.2}","{'zebra': 0.84, 'otter': 0.04, 'walrus': 0.04, 'none': 0.04, 'bear': 0.04}"
3,rooster,0,Is the item you are thinking of a bird?,Yes.,"[{'budgie', 'rooster', 'peacock', 'turkey'}, {'budgie', 'rooster', 'peacock', 'turkey'}, {'budgie', 'rooster', 'peacock', 'turkey'}, {'budgie', 'rooster', 'peacock', 'turkey'}, {'budgie', 'rooster', 'peacock', 'turkey'}]","{'budgie': 1.25, 'rooster': 1.25, 'peacock': 1.25, 'turkey': 1.25}","{'budgie': 0.25, 'rooster': 0.25, 'peacock': 0.25, 'turkey': 0.25}"
3,rooster,1,Is the item you are thinking of a peacock?,No.,"[{'budgie', 'rooster', 'turkey'}, {'budgie', 'rooster', 'turkey'}, {'budgie', 'rooster', 'turkey'}, {'budgie', 'rooster', 'turkey'}, {'budgie', 'rooster', 'turkey'}]","{'budgie': 1.6666666666666665, 'rooster': 1.6666666666666665, 'turkey': 1.6666666666666665}","{'budgie': 0.3333, 'rooster': 0.3333, 'turkey': 0.3333}"
3,rooster,2,Is the item you are thinking of a budgie?,No.,"[{'budgie', 'peacock', 'rooster', 'turkey'}, {'rooster', 'turkey'}, {'rooster', 'turkey'}, {'rooster', 'turkey'}, {'rooster', 'turkey'}]","{'budgie': 0.25, 'peacock': 0.25, 'rooster': 2.25, 'turkey': 2.25}","{'budgie': 0.05, 'peacock': 0.05, 'rooster': 0.45, 'turkey': 0.45}"
3,rooster,3,Is the item you are thinking of a rooster?,Yes! That's correct.,"[{'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}]",{'rooster': 5.0},{'rooster': 1.0}
4,owl,0,Is the item you have a bird?,Yes.,"[{'pigeon', 'owl', 'eagle', 'falcon'}, {'pigeon', 'owl', 'eagle', 'falcon'}, {'pigeon', 'owl', 'eagle', 'falcon'}, {'pigeon', 'owl', 'eagle', 'falcon'}, {'pigeon', 'owl', 'eagle', 'falcon'}]","{'pigeon': 1.25, 'owl': 1.25, 'eagle': 1.25, 'falcon': 1.25}","{'pigeon': 0.25, 'owl': 0.25, 'eagle': 0.25, 'falcon': 0.25}"
4,owl,1,Is the item you have a bird of prey?,Yes.,"[{'owl', 'eagle', 'falcon'}, {'owl', 'eagle', 'falcon'}, {'owl', 'eagle', 'falcon'}, {'owl', 'eagle', 'falcon'}, {'owl', 'eagle', 'falcon'}]","{'owl': 1.6666666666666665, 'eagle': 1.6666666666666665, 'falcon': 1.6666666666666665}","{'owl': 0.3333, 'eagle': 0.3333, 'falcon': 0.3333}"
4,owl,2,Is the item you have an eagle?,No.,"[{'owl', 'falcon'}, {'owl', 'falcon'}, {'owl', 'falcon'}, {'owl', 'falcon'}, {'pigeon', 'owl', 'falcon', 'eagle'}]","{'owl': 2.25, 'falcon': 2.25, 'pigeon': 0.25, 'eagle': 0.25}","{'owl': 0.45, 'falcon': 0.45, 'pigeon': 0.05, 'eagle': 0.05}"
4,owl,3,Is the item you have a falcon?,No.,"[{'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}]",{'owl': 5.0},{'owl': 1.0}
4,owl,4,Is the item you have an owl?,Yes! That's correct.,"[{'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}]",{'owl': 5.0},{'owl': 1.0}
5,falcon,0,Is your item a bird?,Yes.,"[{'parakeet', 'owl', 'peacock', 'falcon'}, {'parakeet', 'owl', 'peacock', 'falcon'}, {'parakeet', 'owl', 'peacock', 'falcon'}, {'parakeet', 'owl', 'peacock', 'falcon'}, {'parakeet', 'owl', 'peacock', 'falcon'}]","{'parakeet': 1.25, 'owl': 1.25, 'peacock': 1.25, 'falcon': 1.25}","{'parakeet': 0.25, 'owl': 0.25, 'peacock': 0.25, 'falcon': 0.25}"
5,falcon,1,Is your item a parakeet?,No.,"[{'owl', 'peacock', 'falcon'}, {'owl', 'peacock', 'falcon'}, {'owl', 'peacock', 'falcon'}, {'owl', 'peacock', 'falcon'}, {'owl', 'peacock', 'falcon'}]","{'owl': 1.6666666666666665, 'peacock': 1.6666666666666665, 'falcon': 1.6666666666666665}","{'owl': 0.3333, 'peacock': 0.3333, 'falcon': 0.3333}"
5,falcon,2,Is your item an owl?,No.,"[{'peacock', 'falcon'}, {'peacock', 'falcon'}, {'peacock', 'falcon'}, {'peacock', 'falcon'}, {'peacock', 'falcon'}]","{'peacock': 2.5, 'falcon': 2.5}","{'peacock': 0.5, 'falcon': 0.5}"
5,falcon,3,Is your item a falcon?,Yes! That's correct.,"[{'falcon'}, {'falcon'}, {'falcon'}, {'falcon'}, {'falcon'}]",{'falcon': 5.0},{'falcon': 1.0}
6,hamster,0,Is the item you have an animal?,Yes.,"[{'hamster', 'zebra', 'bear', 'chipmunk'}, {'hamster', 'zebra', 'bear', 'chipmunk'}, {'hamster', 'zebra', 'bear', 'chipmunk'}, {'hamster', 'zebra', 'bear', 'chipmunk'}, {'hamster', 'zebra', 'bear', 'chipmunk'}]","{'hamster': 1.25, 'zebra': 1.25, 'bear': 1.25, 'chipmunk': 1.25}","{'hamster': 0.25, 'zebra': 0.25, 'bear': 0.25, 'chipmunk': 0.25}"
6,hamster,1,Does the animal you have belong to the rodent family?,Yes.,"[{'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}]","{'hamster': 2.5, 'chipmunk': 2.5}","{'hamster': 0.5, 'chipmunk': 0.5}"
6,hamster,2,Is the animal you have commonly found in the wild?,No.,"[{'chipmunk', 'hamster', 'zebra', 'bear'}, {'hamster'}, {'hamster'}, {'hamster'}, {'chipmunk', 'hamster', 'zebra', 'bear'}]","{'chipmunk': 0.5, 'hamster': 3.5, 'zebra': 0.5, 'bear': 0.5}","{'chipmunk': 0.1, 'hamster': 0.7, 'zebra': 0.1, 'bear': 0.1}"
6,hamster,3,Is the animal you have commonly kept as a pet?,Yes.,"[{'chipmunk', 'hamster', 'zebra', 'bear'}, {'hamster'}, {'hamster'}, {'chipmunk', 'hamster', 'zebra', 'bear'}, {'chipmunk', 'hamster', 'zebra', 'bear'}]","{'chipmunk': 0.75, 'hamster': 2.75, 'zebra': 0.75, 'bear': 0.75}","{'chipmunk': 0.15, 'hamster': 0.55, 'zebra': 0.15, 'bear': 0.15}"
6,hamster,4,Is the animal you have small in size?,Yes.,"[{'chipmunk', 'hamster', 'zebra', 'bear'}, {'hamster'}, {'chipmunk', 'hamster', 'zebra', 'bear'}, {'hamster'}, {'chipmunk', 'hamster', 'zebra', 'bear'}]","{'chipmunk': 0.75, 'hamster': 2.75, 'zebra': 0.75, 'bear': 0.75}","{'chipmunk': 0.15, 'hamster': 0.55, 'zebra': 0.15, 'bear': 0.15}"
6,hamster,5,Is the animal you have known for its ability to climb trees?,No.,"[{'hamster'}, {'chipmunk', 'hamster', 'zebra', 'bear'}, {'chipmunk', 'hamster', 'zebra', 'bear'}, {'hamster'}, {'hamster'}]","{'hamster': 3.5, 'chipmunk': 0.5, 'zebra': 0.5, 'bear': 0.5}","{'hamster': 0.7, 'chipmunk': 0.1, 'zebra': 0.1, 'bear': 0.1}"
6,hamster,6,Is the animal you have known for its cheek pouches?,Yes.,"[{'hamster'}, {'hamster'}, {'hamster'}, {'hamster'}, {'hamster'}]",{'hamster': 5.0},{'hamster': 1.0}
6,hamster,7,The item you have is a chipmunk.,"No, that's not correct.","[{'chipmunk', 'hamster', 'zebra', 'bear'}, {'hamster'}, {'chipmunk', 'hamster', 'zebra', 'bear'}, {'chipmunk', 'hamster', 'zebra', 'bear'}, {'hamster'}]","{'chipmunk': 0.75, 'hamster': 2.75, 'zebra': 0.75, 'bear': 0.75}","{'chipmunk': 0.15, 'hamster': 0.55, 'zebra': 0.15, 'bear': 0.15}"
6,hamster,8,I apologize for the mistake. Let me try again. Is the animal you have known for its ability to swim?,No.,"[{'chipmunk', 'hamster', 'zebra', 'bear'}, {'hamster'}, {'hamster'}, {'hamster'}, {'hamster'}]","{'chipmunk': 0.25, 'hamster': 4.25, 'zebra': 0.25, 'bear': 0.25}","{'chipmunk': 0.05, 'hamster': 0.85, 'zebra': 0.05, 'bear': 0.05}"
6,hamster,9,I apologize again for the mistake. Let me try one more time. Is the animal you have small and fluffy?,Yes.,"[{'chipmunk', 'hamster', 'zebra', 'bear'}, {'hamster'}, {'hamster'}, {'hamster'}, {'hamster'}]","{'chipmunk': 0.25, 'hamster': 4.25, 'zebra': 0.25, 'bear': 0.25}","{'chipmunk': 0.05, 'hamster': 0.85, 'zebra': 0.05, 'bear': 0.05}"
6,hamster,10,The item you have is a hamster.,Yes! That's correct. Well done!,"[{'hamster'}, {'hamster'}, {'hamster'}, {'hamster'}, {'chipmunk', 'hamster', 'zebra', 'bear'}]","{'hamster': 4.25, 'chipmunk': 0.25, 'zebra': 0.25, 'bear': 0.25}","{'hamster': 0.85, 'chipmunk': 0.05, 'zebra': 0.05, 'bear': 0.05}"
7,dolphin,0,Is the item something that is worn?,No.,"[{'cougar', 'ox', 'beaver', 'dolphin'}, {'cougar', 'ox', 'beaver', 'dolphin'}, {'cougar', 'ox', 'beaver', 'dolphin'}, {'cougar', 'ox', 'beaver', 'dolphin'}, {'cougar', 'ox', 'beaver', 'dolphin'}]","{'cougar': 1.25, 'ox': 1.25, 'beaver': 1.25, 'dolphin': 1.25}","{'cougar': 0.25, 'ox': 0.25, 'beaver': 0.25, 'dolphin': 0.25}"
7,dolphin,1,Is the item a living creature?,Yes.,"[{'cougar', 'ox', 'beaver', 'dolphin'}, {'cougar', 'ox', 'beaver', 'dolphin'}, {'cougar', 'ox', 'beaver', 'dolphin'}, {'cougar', 'ox', 'beaver', 'dolphin'}, {'cougar', 'ox', 'beaver', 'dolphin'}]","{'cougar': 1.25, 'ox': 1.25, 'beaver': 1.25, 'dolphin': 1.25}","{'cougar': 0.25, 'ox': 0.25, 'beaver': 0.25, 'dolphin': 0.25}"
7,dolphin,2,Does the creature live in water?,Yes.,"[{'beaver', 'dolphin'}, {'beaver', 'dolphin'}, {'beaver', 'dolphin'}, {'dolphin'}, {'beaver', 'dolphin'}]","{'beaver': 2.0, 'dolphin': 3.0}","{'beaver': 0.4, 'dolphin': 0.6}"
7,dolphin,3,Is the creature a mammal?,Yes.,"[{'beaver', 'dolphin'}, {'beaver', 'dolphin'}, {'beaver', 'dolphin', 'ox', 'cougar'}, {'beaver', 'dolphin'}, {'beaver', 'dolphin'}]","{'beaver': 2.25, 'dolphin': 2.25, 'ox': 0.25, 'cougar': 0.25}","{'beaver': 0.45, 'dolphin': 0.45, 'ox': 0.05, 'cougar': 0.05}"
7,dolphin,4,Is the creature known for its intelligence?,Yes.,"[{'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}]",{'dolphin': 5.0},{'dolphin': 1.0}
7,dolphin,5,Is the creature commonly found in oceans or seas?,Yes.,"[{'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}]",{'dolphin': 5.0},{'dolphin': 1.0}
7,dolphin,6,"Is the creature typically larger in size, like a shark or a whale?",Yes.,"[{'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}]",{'dolphin': 5.0},{'dolphin': 1.0}
7,dolphin,7,Is the creature a dolphin?,Yes! That's correct.,"[{'beaver', 'dolphin', 'ox', 'cougar'}, {'beaver', 'dolphin', 'ox', 'cougar'}, {'beaver', 'dolphin', 'ox', 'cougar'}, {'beaver', 'dolphin', 'ox', 'cougar'}, {'beaver', 'dolphin', 'ox', 'cougar'}]","{'beaver': 1.25, 'dolphin': 1.25, 'ox': 1.25, 'cougar': 1.25}","{'beaver': 0.25, 'dolphin': 0.25, 'ox': 0.25, 'cougar': 0.25}"
8,deer,0,Is your item an animal?,Yes.,"[{'elephant', 'deer', 'fawn', 'gorilla'}, {'elephant', 'deer', 'fawn', 'gorilla'}, {'elephant', 'deer', 'fawn', 'gorilla'}, {'elephant', 'deer', 'fawn', 'gorilla'}, {'elephant', 'deer', 'fawn', 'gorilla'}]","{'elephant': 1.25, 'deer': 1.25, 'fawn': 1.25, 'gorilla': 1.25}","{'elephant': 0.25, 'deer': 0.25, 'fawn': 0.25, 'gorilla': 0.25}"
8,deer,1,Is your item a mammal?,Yes.,"[{'elephant', 'deer', 'fawn', 'gorilla'}, {'elephant', 'deer', 'fawn', 'gorilla'}, {'elephant', 'deer', 'fawn', 'gorilla'}, {'elephant', 'deer', 'fawn', 'gorilla'}, {'elephant', 'deer', 'fawn', 'gorilla'}]","{'elephant': 1.25, 'deer': 1.25, 'fawn': 1.25, 'gorilla': 1.25}","{'elephant': 0.25, 'deer': 0.25, 'fawn': 0.25, 'gorilla': 0.25}"
8,deer,2,Is your item a herbivore?,Yes.,"[{'elephant', 'deer'}, {'elephant', 'deer', 'fawn'}, {'elephant', 'deer', 'fawn'}, {'elephant', 'deer'}, {'elephant', 'deer', 'fawn'}]","{'elephant': 1.9999999999999998, 'deer': 1.9999999999999998, 'fawn': 1.0}","{'elephant': 0.4, 'deer': 0.4, 'fawn': 0.2}"
8,deer,3,Is your item a fawn?,No.,"[{'elephant', 'deer'}, {'elephant', 'deer'}, {'elephant', 'deer'}, {'elephant', 'deer'}, {'elephant', 'deer'}]","{'elephant': 2.5, 'deer': 2.5}","{'elephant': 0.5, 'deer': 0.5}"
8,deer,4,Is your item a deer?,Yes! That's correct.,"[{'deer', 'fawn', 'elephant', 'gorilla'}, {'deer', 'fawn', 'elephant', 'gorilla'}, {'deer'}, {'deer', 'fawn', 'elephant', 'gorilla'}, {'deer', 'fawn', 'elephant', 'gorilla'}]","{'deer': 2.0, 'fawn': 1.0, 'elephant': 1.0, 'gorilla': 1.0}","{'deer': 0.4, 'fawn': 0.2, 'elephant': 0.2, 'gorilla': 0.2}"
9,boots,0,Is the item an animal?,No.,"[{'cape', 'swimsuit', 'boots', 'trousers'}, {'cape', 'swimsuit', 'boots', 'trousers'}, {'cape', 'swimsuit', 'boots', 'trousers'}, {'cape', 'swimsuit', 'boots', 'trousers'}, {'cape', 'swimsuit', 'boots', 'trousers'}]","{'cape': 1.25, 'swimsuit': 1.25, 'boots': 1.25, 'trousers': 1.25}","{'cape': 0.25, 'swimsuit': 0.25, 'boots': 0.25, 'trousers': 0.25}"
9,boots,1,Is the item a clothing accessory?,Yes.,"[{'cape', 'swimsuit'}, {'cape', 'swimsuit'}, {'cape', 'swimsuit', 'boots', 'trousers'}, {'cape', 'swimsuit'}, {'cape', 'trousers'}]","{'cape': 2.25, 'swimsuit': 1.75, 'boots': 0.25, 'trousers': 0.75}","{'cape': 0.45, 'swimsuit': 0.35, 'boots': 0.05, 'trousers': 0.15}"
9,boots,2,Is the item worn on the lower body?,Yes.,"[{'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}]",{'trousers': 5.0},{'trousers': 1.0}
9,boots,3,Is the item typically worn on the legs?,Yes.,"[{'trousers'}, {'boots', 'trousers'}, {'trousers'}, {'trousers'}, {'boots', 'trousers'}]","{'trousers': 4.0, 'boots': 1.0}","{'trousers': 0.8, 'boots': 0.2}"
9,boots,4,Is the item typically made of fabric?,Yes.,"[{'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}]",{'trousers': 5.0},{'trousers': 1.0}
9,boots,5,Is the item typically worn by males and females?,Yes.,"[{'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}]",{'trousers': 5.0},{'trousers': 1.0}
9,boots,6,Is the item typically worn in warm weather?,No.,"[{'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}]",{'trousers': 5.0},{'trousers': 1.0}
9,boots,7,Is the item typically worn as a protective covering?,Yes.,"[{'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}]",{'trousers': 5.0},{'trousers': 1.0}
9,boots,8,Is the item typically worn outdoors?,Yes.,"[{'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}, {'swimsuit', 'boots', 'trousers', 'cape'}]","{'trousers': 4.25, 'swimsuit': 0.25, 'boots': 0.25, 'cape': 0.25}","{'trousers': 0.85, 'swimsuit': 0.05, 'boots': 0.05, 'cape': 0.05}"
9,boots,9,Is the item typically worn to protect against rain or snow?,Yes.,"[{'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}, {'trousers'}]",{'trousers': 5.0},{'trousers': 1.0}
