dialogue_id,intra_dialogue_id,target,question,answer,candidates,probability,explanation
33,bra,2,Is the item you have worn on the upper body?,Yes.,"['leotards', 'bra']",0.5
33,bra,3,Is the item you have typically worn by women?,Yes.,"['leotards', 'bra']",0.5
33,bra,4,Is the item you have typically worn as an undergarment?,Yes.,['bra'],1.0
33,bra,5,Is the item you have smaller than a T-shirt?,Yes.,['bra'],1.0
33,bra,6,Is the item you have worn to support or enhance the breasts?,Yes.,['bra'],1.0
33,bra,7,Is the item you have a bra?,Yes! That's correct.,['bra'],1.0
34,belt,0,Is the item you have a living thing?,No.,"['belt', 'pajamas', 'slippers', 'tie']",0.25
34,belt,1,Is the item you have an accessory?,Yes.,"['belt', 'tie']",0.5
34,belt,2,Can the item be worn around the waist?,Yes.,['belt'],1.0
34,belt,3,Is the item typically made of cloth?,No.,['belt'],1.0
34,belt,4,Is the item made of leather?,Yes.,['belt'],1.0
34,belt,5,Is the item typically used to hold up pants or a skirt?,Yes.,['belt'],1.0
34,belt,6,Is the item primarily used by men?,No.,['belt'],1.0
34,belt,7,Is the item typically worn with formal attire?,"It can be worn with formal attire, but it is not limited to formal attire.",['belt'],1.0
34,belt,8,Is the item a belt?,Yes! That's correct.,['belt'],1.0
35,bra,0,Is the item alive?,No.,"['shoes', 'tie', 'belt', 'bra']",0.25
35,bra,1,Is the item a type of clothing?,Yes.,"['shoes', 'tie', 'belt', 'bra']",0.25
35,bra,2,Is the item usually worn on the upper body?,Yes.,"['tie', 'bra']",0.5
35,bra,3,Is the item typically worn by men?,No.,['bra'],1.0
35,bra,4,Is the item typically worn by women?,Yes.,['bra'],1.0
35,bra,5,Does the item cover the chest area?,Yes.,['bra'],1.0
35,bra,6,Is the item typically worn for special occasions or events?,"It can be, but it is also commonly worn for everyday purposes.",['bra'],1.0
35,bra,7,Is the item typically made of fabric?,Yes.,['bra'],1.0
35,bra,8,Does the item have straps?,Yes.,['bra'],1.0
35,bra,9,Is the item typically worn under clothing?,Yes.,['bra'],1.0
35,bra,10,"Based on your responses, the item assigned to you is a bra.",Yes! That's correct. Well done!,['bra'],1.0
36,penguin,0,Is the item you have assigned a living creature?,Yes.,"['duck', 'rooster', 'penguin', 'budgie']",0.25
36,penguin,1,Does the item you have assigned have wings?,Yes.,"['duck', 'rooster', 'penguin', 'budgie\nEXPLANATION: All the remaining candidates (duck', 'rooster', 'penguin', 'budgie) have wings; ']",0.14285714285714285
36,penguin,2,Is the item you have assigned able to fly?,No.,"['duck', 'rooster', 'penguin']",0.3333333333333333
36,penguin,3,"Based on your responses, the item you have assigned is a penguin.",Yes! That's correct. Well done!,"['duck', 'rooster', 'penguin\nEXPLANATION: All candidates (duck', 'rooster', 'penguin) have wings;']",0.2
37,penguin,0,Is the item a living creature?,Yes.,"['starling', 'pelican', 'penguin', 'ostrich']",0.25
37,penguin,1,Is the item a bird?,Yes.,"['starling', 'pelican', 'penguin', 'ostrich']",0.25
37,penguin,2,Does the item have wings?,Yes.,"['starling', 'pelican', 'penguin', 'ostrich']",0.25
37,penguin,3,Is the item typically found in water?,Yes.,"['starling', 'pelican', 'penguin', 'ostrich\nEXPLANATION: All candidates (starling', 'pelican', 'penguin', 'ostrich) are birds; ']",0.14285714285714285
37,penguin,4,Is the item a pelican?,No.,['penguin'],1.0
37,penguin,5,Is the item a starling?,No.,['penguin'],1.0
37,penguin,6,Is the item a penguin?,Yes! That's correct.,['penguin'],1.0
38,seagull,0,Is the candidate you have in mind a bird?,Yes.,"['stork', 'chickadee', 'owl', 'seagull']",0.25
