dialogue_id,intra_dialogue_id,target,question,answer,candidates,candidates_scores,p_distribuition
1,1,fawn,Is the item you have selected a mammal?,Yes.,"[{'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}]","{'sheep': 5.749999999999999, 'fawn': 5.749999999999999, 'zebra': 2.75, 'deer': 5.749999999999999}","{'sheep': 0.2875, 'fawn': 0.2875, 'zebra': 0.1375, 'deer': 0.2875}"
1,2,fawn,Is the item you have selected a herbivore?,Yes.,"[{'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}]","{'sheep': 5.166666666666666, 'fawn': 5.166666666666666, 'zebra': 4.5, 'deer': 5.166666666666666}","{'sheep': 0.2583, 'fawn': 0.2583, 'zebra': 0.225, 'deer': 0.2583}"
1,3,fawn,Is the item you have selected a deer?,Yes! That's correct.,"[{'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'deer'}, {'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'zebra', 'deer'}, {'sheep', 'fawn', 'deer'}, {'sheep', 'fawn', 'deer'}, {'deer'}]","{'sheep': 5.666666666666666, 'fawn': 5.666666666666666, 'deer': 7.166666666666666, 'zebra': 1.5}","{'sheep': 0.2833, 'fawn': 0.2833, 'deer': 0.3583, 'zebra': 0.075}"
2,0,zebra,Is your item a bird?,No.,"[{'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter', 'pelican', 'zebra'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'walrus', 'otter'}, {'bear', 'walrus', 'otter', 'pelican'}]","{'bear': 6.116666666666665, 'walrus': 6.616666666666665, 'otter': 6.616666666666665, 'pelican': 0.45, 'zebra': 0.2}","{'bear': 0.3058, 'walrus': 0.3308, 'otter': 0.3308, 'pelican': 0.0225, 'zebra': 0.01}"
2,1,zebra,Is your item a mammal?,Yes.,"[{'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter', 'zebra'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}]","{'otter': 7.249999999999998, 'bear': 6.249999999999999, 'walrus': 6.249999999999999, 'zebra': 0.25}","{'otter': 0.3625, 'bear': 0.3125, 'walrus': 0.3125, 'zebra': 0.0125}"
2,2,zebra,Is your item a marine mammal?,No.,"[{'bear'}, {'bear', 'walrus', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}]","{'bear': 9.833333333333334, 'walrus': 1.3333333333333333, 'otter': 8.833333333333332}","{'bear': 0.4917, 'walrus': 0.0667, 'otter': 0.4417}"
2,3,zebra,Is your item a bear?,No.,"[{'otter'}, {'walrus', 'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}, {'walrus', 'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}]","{'otter': 19.0, 'walrus': 1.0}","{'otter': 0.95, 'walrus': 0.05}"
2,4,zebra,Is your item an otter?,No.,"[{'walrus'}, {'walrus'}, {'walrus'}, {'walrus'}, {'walrus', 'zebra'}, {'walrus'}, {'walrus'}, {'walrus', 'chickadee', 'finch', 'pelican', 'zebra', 'vulture'}, {'walrus', 'chickadee', 'finch', 'pelican', 'zebra', 'vulture'}, {'zebra'}, {'walrus'}, {'zebra'}, {'walrus'}, {'walrus'}, {'walrus'}, {'walrus'}, {'zebra'}, {'walrus', 'zebra'}, {'walrus'}, {'walrus'}]","{'walrus': 14.333333333333334, 'zebra': 4.333333333333333, 'chickadee': 0.3333333333333333, 'finch': 0.3333333333333333, 'pelican': 0.3333333333333333, 'vulture': 0.3333333333333333}","{'walrus': 0.7167, 'zebra': 0.2167, 'chickadee': 0.0167, 'finch': 0.0167, 'pelican': 0.0167, 'vulture': 0.0167}"
2,5,zebra,Is your item a zebra?,Yes! That's correct.,"[{'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}]",{'zebra': 20.0},{'zebra': 1.0}
3,0,rooster,Is the item you have in mind an animal?,Yes.,"[{'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}, {'rooster', 'beaver', 'pig', 'peacock', 'turkey', 'budgie', 'deer', 'platypus'}]","{'rooster': 2.5, 'beaver': 2.5, 'pig': 2.5, 'peacock': 2.5, 'turkey': 2.5, 'budgie': 2.5, 'deer': 2.5, 'platypus': 2.5}","{'rooster': 0.125, 'beaver': 0.125, 'pig': 0.125, 'peacock': 0.125, 'turkey': 0.125, 'budgie': 0.125, 'deer': 0.125, 'platypus': 0.125}"
3,1,rooster,Is the animal you are thinking of a bird?,Yes.,"[{'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}, {'rooster', 'peacock', 'turkey', 'budgie'}]","{'rooster': 5.0, 'peacock': 5.0, 'turkey': 5.0, 'budgie': 5.0}","{'rooster': 0.25, 'peacock': 0.25, 'turkey': 0.25, 'budgie': 0.25}"
3,2,rooster,Is the bird you have in mind a peacock?,No.,"[{'rooster', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'platypus', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'platypus', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'turkey', 'budgie'}, {'rooster', 'platypus', 'turkey', 'budgie'}, {'rooster', 'platypus', 'turkey', 'budgie'}, {'rooster', 'turkey', 'budgie'}, {'rooster', 'platypus', 'turkey', 'budgie'}]","{'rooster': 5.916666666666666, 'turkey': 6.416666666666666, 'budgie': 6.416666666666666, 'platypus': 1.25}","{'rooster': 0.2958, 'turkey': 0.3208, 'budgie': 0.3208, 'platypus': 0.0625}"
3,3,rooster,Is the bird you have in mind a turkey?,No.,"[{'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}, {'rooster', 'budgie'}]","{'rooster': 9.5, 'budgie': 10.5}","{'rooster': 0.475, 'budgie': 0.525}"
3,4,rooster,Is the bird you have in mind a budgie?,No.,"[{'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster', 'beaver', 'deer', 'platypus', 'pig'}]","{'rooster': 19.2, 'beaver': 0.2, 'deer': 0.2, 'platypus': 0.2, 'pig': 0.2}","{'rooster': 0.96, 'beaver': 0.01, 'deer': 0.01, 'platypus': 0.01, 'pig': 0.01}"
3,5,rooster,Is the bird you have in mind a rooster?,Yes! That's correct.,"[{'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}]",{'rooster': 20.0},{'rooster': 1.0}
4,0,owl,Is the item you are thinking of a bird?,Yes.,"[{'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}, {'owl', 'pigeon', 'eagle', 'falcon'}]","{'owl': 5.0, 'pigeon': 5.0, 'eagle': 5.0, 'falcon': 5.0}","{'owl': 0.25, 'pigeon': 0.25, 'eagle': 0.25, 'falcon': 0.25}"
4,1,owl,Is the item you are thinking of an eagle?,No.,"[{'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'beaver', 'fawn', 'chimp', 'platypus', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'beaver', 'fawn', 'chimp', 'platypus', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'beaver', 'fawn', 'chimp', 'platypus', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'beaver', 'fawn', 'chimp', 'platypus', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}, {'owl', 'pigeon', 'fawn', 'falcon'}]","{'owl': 4.571428571428571, 'pigeon': 4.571428571428571, 'fawn': 4.571428571428571, 'falcon': 4.571428571428571, 'beaver': 0.5714285714285714, 'chimp': 0.5714285714285714, 'platypus': 0.5714285714285714}","{'owl': 0.2286, 'pigeon': 0.2286, 'fawn': 0.2286, 'falcon': 0.2286, 'beaver': 0.0286, 'chimp': 0.0286, 'platypus': 0.0286}"
4,2,owl,Is the item you are thinking of a falcon?,No.,"[{'owl', 'pigeon', 'chimp'}, {'owl', 'pigeon'}, {'owl', 'pigeon', 'chimp'}, {'owl', 'pigeon'}, {'owl', 'pigeon', 'chimp'}, {'owl', 'pigeon'}, {'owl', 'pigeon'}, {'owl', 'pigeon', 'chimp'}, {'owl', 'pigeon'}, {'owl', 'pigeon', 'chimp'}, {'owl', 'pigeon'}, {'owl', 'pigeon'}, {'owl', 'pigeon', 'chimp'}, {'owl', 'pigeon', 'chimp'}, {'owl', 'pigeon'}, {'owl', 'pigeon', 'chimp'}, {'owl', 'pigeon'}, {'owl', 'pigeon', 'chimp'}, {'owl', 'pigeon', 'chimp'}, {'owl', 'pigeon'}]","{'owl': 8.333333333333332, 'pigeon': 8.333333333333332, 'chimp': 3.3333333333333335}","{'owl': 0.4167, 'pigeon': 0.4167, 'chimp': 0.1667}"
4,3,owl,Is the item you are thinking of a pigeon?,No.,"[{'owl'}, {'owl', 'pigeon'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl', 'chimp'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}, {'pigeon'}, {'owl'}]","{'owl': 18.0, 'pigeon': 1.5, 'chimp': 0.5}","{'owl': 0.9, 'pigeon': 0.075, 'chimp': 0.025}"
