dialogue_id,target,intra_dialogue_id,question,answer,candidates,candidates_scores,p_distribuition
2,zebra,0,Is your item a bird?,No.,"[{'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter', 'pelican'}, {'bear', 'walrus', 'otter', 'pelican'}, {'bear', 'walrus', 'otter', 'pelican'}, {'bear', 'walrus', 'otter', 'pelican'}]","{'bear': 1.3333333333333333, 'walrus': 1.3333333333333333, 'otter': 1.3333333333333333, 'pelican': 1.0}","{'bear': 0.2667, 'walrus': 0.2667, 'otter': 0.2667, 'pelican': 0.2}"
2,zebra,1,Is your item a mammal?,Yes.,"[{'bear', 'walrus', 'otter', 'zebra'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter'}, {'bear', 'walrus', 'otter', 'zebra'}, {'bear', 'walrus', 'otter'}]","{'bear': 1.4999999999999998, 'walrus': 1.4999999999999998, 'otter': 1.4999999999999998, 'zebra': 0.5}","{'bear': 0.3, 'walrus': 0.3, 'otter': 0.3, 'zebra': 0.1}"
2,zebra,2,Is your item a marine mammal?,No.,"[{'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}]","{'bear': 2.5, 'otter': 2.5}","{'bear': 0.5, 'otter': 0.5}"
2,zebra,3,Is your item a land mammal?,Yes.,"[{'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}]","{'bear': 2.5, 'otter': 2.5}","{'bear': 0.5, 'otter': 0.5}"
2,zebra,4,Is your item a carnivore?,Yes.,"[{'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}]","{'bear': 2.5, 'otter': 2.5}","{'bear': 0.5, 'otter': 0.5}"
2,zebra,5,Is your item a large carnivore?,Yes.,"[{'bear', 'walrus', 'otter', 'chickadee', 'zebra', 'finch'}, {'bear'}, {'bear'}, {'bear'}, {'bear'}]","{'bear': 4.166666666666667, 'walrus': 0.16666666666666666, 'otter': 0.16666666666666666, 'chickadee': 0.16666666666666666, 'zebra': 0.16666666666666666, 'finch': 0.16666666666666666}","{'bear': 0.8333, 'walrus': 0.0333, 'otter': 0.0333, 'chickadee': 0.0333, 'zebra': 0.0333, 'finch': 0.0333}"
2,zebra,6,Is your item a bear?,No.,"[{'walrus'}, {'vulture'}, {'lion'}, {'lion'}, {'lion'}]","{'walrus': 1.0, 'vulture': 1.0, 'lion': 3.0}","{'walrus': 0.2, 'vulture': 0.2, 'lion': 0.6}"
2,zebra,7,Is your item a walrus?,No.,"[{'vulture'}, {'otter', 'vulture'}, {'otter'}, {'lion', 'tiger'}, {'vulture'}]","{'vulture': 2.5, 'otter': 1.5, 'lion': 0.5, 'tiger': 0.5}","{'vulture': 0.5, 'otter': 0.3, 'lion': 0.1, 'tiger': 0.1}"
2,zebra,8,Is your item an otter?,No.,"[{'vulture'}, {'bear', 'walrus', 'pelican', 'chickadee', 'vulture', 'otter', 'zebra', 'finch'}, {'zebra'}, {'vulture'}, {'vulture'}]","{'vulture': 3.125, 'bear': 0.125, 'walrus': 0.125, 'pelican': 0.125, 'chickadee': 0.125, 'otter': 0.125, 'zebra': 1.125, 'finch': 0.125}","{'vulture': 0.625, 'bear': 0.025, 'walrus': 0.025, 'pelican': 0.025, 'chickadee': 0.025, 'otter': 0.025, 'zebra': 0.225, 'finch': 0.025}"
2,zebra,9,Is your item a vulture?,No.,"[{'otter'}, {'pelican'}, {'otter'}, {'otter'}, {'zebra'}]","{'otter': 3.0, 'pelican': 1.0, 'zebra': 1.0}","{'otter': 0.6, 'pelican': 0.2, 'zebra': 0.2}"
2,zebra,10,Is your item a zebra?,Yes! That's correct.,"[{'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}]",{'zebra': 5.0},{'zebra': 1.0}
3,rooster,0,Is the item you are thinking of a bird?,Yes.,"[{'budgie', 'rooster', 'peacock', 'turkey'}, {'budgie', 'rooster', 'peacock', 'turkey'}, {'budgie', 'rooster', 'peacock', 'turkey'}, {'budgie', 'rooster', 'peacock', 'turkey'}, {'budgie', 'rooster', 'peacock', 'turkey'}]","{'budgie': 1.25, 'rooster': 1.25, 'peacock': 1.25, 'turkey': 1.25}","{'budgie': 0.25, 'rooster': 0.25, 'peacock': 0.25, 'turkey': 0.25}"
3,rooster,1,Is the item you are thinking of a peacock?,No.,"[{'budgie', 'pig', 'platypus', 'rooster', 'turkey', 'beaver', 'deer'}, {'budgie', 'pig', 'platypus', 'rooster', 'turkey', 'beaver', 'deer'}, {'budgie', 'turkey', 'rooster'}, {'budgie', 'pig', 'platypus', 'rooster', 'turkey', 'beaver', 'deer'}, {'budgie', 'pig', 'platypus', 'rooster', 'turkey', 'beaver', 'deer'}]","{'budgie': 0.9047619047619047, 'pig': 0.5714285714285714, 'platypus': 0.5714285714285714, 'rooster': 0.9047619047619047, 'turkey': 0.9047619047619047, 'beaver': 0.5714285714285714, 'deer': 0.5714285714285714}","{'budgie': 0.181, 'pig': 0.1143, 'platypus': 0.1143, 'rooster': 0.181, 'turkey': 0.181, 'beaver': 0.1143, 'deer': 0.1143}"
3,rooster,2,Is the item you are thinking of a budgie?,No.,"[{'rooster', 'turkey'}, {'rooster', 'turkey'}, {'rooster', 'turkey'}, {'rooster', 'turkey'}, {'pig', 'platypus', 'rooster', 'turkey', 'beaver', 'deer'}]","{'rooster': 2.1666666666666665, 'turkey': 2.1666666666666665, 'pig': 0.16666666666666666, 'platypus': 0.16666666666666666, 'beaver': 0.16666666666666666, 'deer': 0.16666666666666666}","{'rooster': 0.4333, 'turkey': 0.4333, 'pig': 0.0333, 'platypus': 0.0333, 'beaver': 0.0333, 'deer': 0.0333}"
3,rooster,3,Is the item you are thinking of a rooster?,Yes! That's correct.,"[{'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}, {'rooster'}]",{'rooster': 5.0},{'rooster': 1.0}
4,owl,0,Is the item you have a bird?,Yes.,"[{'falcon', 'eagle', 'pigeon', 'owl'}, {'falcon', 'eagle', 'pigeon', 'owl'}, {'falcon', 'eagle', 'pigeon', 'owl'}, {'falcon', 'eagle', 'pigeon', 'owl'}, {'falcon', 'eagle', 'pigeon', 'owl'}]","{'falcon': 1.25, 'eagle': 1.25, 'pigeon': 1.25, 'owl': 1.25}","{'falcon': 0.25, 'eagle': 0.25, 'pigeon': 0.25, 'owl': 0.25}"
4,owl,1,Is the item you have a bird of prey?,Yes.,"[{'falcon', 'eagle', 'owl'}, {'falcon', 'eagle', 'owl'}, {'falcon', 'eagle', 'owl'}, {'falcon', 'eagle', 'owl'}, {'falcon', 'eagle', 'owl'}]","{'falcon': 1.6666666666666665, 'eagle': 1.6666666666666665, 'owl': 1.6666666666666665}","{'falcon': 0.3333, 'eagle': 0.3333, 'owl': 0.3333}"
4,owl,2,Is the item you have an eagle?,No.,"[{'falcon', 'owl'}, {'falcon', 'owl'}, {'falcon', 'owl'}, {'falcon', 'owl'}, {'falcon', 'owl'}]","{'falcon': 2.5, 'owl': 2.5}","{'falcon': 0.5, 'owl': 0.5}"
4,owl,3,Is the item you have a falcon?,No.,"[{'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}]",{'owl': 5.0},{'owl': 1.0}
4,owl,4,Is the item you have an owl?,Yes! That's correct.,"[{'owl'}, {'owl'}, {'owl'}, {'owl'}, {'owl'}]",{'owl': 5.0},{'owl': 1.0}
5,falcon,0,Is your item a bird?,Yes.,"[{'falcon', 'parakeet', 'peacock', 'owl'}, {'falcon', 'parakeet', 'peacock', 'owl'}, {'falcon', 'parakeet', 'peacock', 'owl'}, {'falcon', 'parakeet', 'peacock', 'owl'}, {'falcon', 'parakeet', 'peacock', 'owl'}]","{'falcon': 1.25, 'parakeet': 1.25, 'peacock': 1.25, 'owl': 1.25}","{'falcon': 0.25, 'parakeet': 0.25, 'peacock': 0.25, 'owl': 0.25}"
5,falcon,1,Is your item a parakeet?,No.,"[{'falcon', 'peacock', 'owl'}, {'falcon', 'peacock', 'owl'}, {'falcon', 'peacock', 'owl'}, {'falcon', 'peacock', 'owl'}, {'falcon', 'peacock', 'owl'}]","{'falcon': 1.6666666666666665, 'peacock': 1.6666666666666665, 'owl': 1.6666666666666665}","{'falcon': 0.3333, 'peacock': 0.3333, 'owl': 0.3333}"
5,falcon,2,Is your item an owl?,No.,"[{'falcon', 'peacock'}, {'falcon', 'peacock'}, {'falcon', 'peacock'}, {'falcon', 'peacock'}, {'falcon', 'peacock'}]","{'falcon': 2.5, 'peacock': 2.5}","{'falcon': 0.5, 'peacock': 0.5}"
5,falcon,3,Is your item a falcon?,Yes! That's correct.,"[{'falcon'}, {'falcon'}, {'falcon'}, {'falcon'}, {'falcon'}]",{'falcon': 5.0},{'falcon': 1.0}
6,hamster,0,Is the item you have an animal?,Yes.,"[{'bear', 'hamster', 'zebra', 'chipmunk'}, {'bear', 'hamster', 'zebra', 'chipmunk'}, {'bear', 'hamster', 'zebra', 'chipmunk'}, {'bear', 'hamster', 'zebra', 'chipmunk'}, {'bear', 'hamster', 'zebra', 'chipmunk'}]","{'bear': 1.25, 'hamster': 1.25, 'zebra': 1.25, 'chipmunk': 1.25}","{'bear': 0.25, 'hamster': 0.25, 'zebra': 0.25, 'chipmunk': 0.25}"
6,hamster,1,Does the animal you have belong to the rodent family?,Yes.,"[{'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}]","{'hamster': 2.5, 'chipmunk': 2.5}","{'hamster': 0.5, 'chipmunk': 0.5}"
6,hamster,2,Is the animal you have commonly found in the wild?,No.,"[{'hamster'}, {'hamster'}, {'bear', 'chipmunk', 'hamster'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}]","{'hamster': 3.3333333333333335, 'bear': 0.3333333333333333, 'chipmunk': 1.3333333333333333}","{'hamster': 0.6667, 'bear': 0.0667, 'chipmunk': 0.2667}"
6,hamster,3,Is the animal you have commonly kept as a pet?,Yes.,"[{'hamster', 'chipmunk'}, {'hamster'}, {'hamster', 'chipmunk'}, {'hamster'}, {'hamster', 'chipmunk'}]","{'hamster': 3.5, 'chipmunk': 1.5}","{'hamster': 0.7, 'chipmunk': 0.3}"
6,hamster,4,Is the animal you have small in size?,Yes.,"[{'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}]","{'hamster': 2.5, 'chipmunk': 2.5}","{'hamster': 0.5, 'chipmunk': 0.5}"
6,hamster,5,Is the animal you have known for its ability to climb trees?,No.,"[{'hamster', 'chipmunk'}, {'hamster'}, {'hamster'}, {'hamster', 'chipmunk'}, {'hamster'}]","{'hamster': 4.0, 'chipmunk': 1.0}","{'hamster': 0.8, 'chipmunk': 0.2}"
6,hamster,6,Is the animal you have known for its cheek pouches?,Yes.,"[{'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}]","{'hamster': 2.5, 'chipmunk': 2.5}","{'hamster': 0.5, 'chipmunk': 0.5}"
6,hamster,7,The item you have is a chipmunk.,"No, that's not correct.","[{'hamster'}, {'hamster'}, {'hamster'}, {'hamster'}, {'hamster'}]",{'hamster': 5.0},{'hamster': 1.0}
6,hamster,8,I apologize for the mistake. Let me try again. Is the animal you have known for its ability to swim?,No.,"[{'hamster'}, {'hamster'}, {'hamster'}, {'hamster'}, {'hamster'}]",{'hamster': 5.0},{'hamster': 1.0}
6,hamster,9,I apologize again for the mistake. Let me try one more time. Is the animal you have small and fluffy?,Yes.,"[{'hamster', 'chipmunk'}, {'hamster'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster'}]","{'hamster': 3.5, 'chipmunk': 1.5}","{'hamster': 0.7, 'chipmunk': 0.3}"
6,hamster,10,The item you have is a hamster.,Yes! That's correct. Well done!,"[{'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}, {'hamster', 'chipmunk'}]","{'hamster': 2.5, 'chipmunk': 2.5}","{'hamster': 0.5, 'chipmunk': 0.5}"
7,dolphin,0,Is the item something that is worn?,No.,"[{'beaver', 'ox', 'cougar', 'dolphin'}, {'beaver', 'ox', 'cougar', 'dolphin'}, {'beaver', 'ox', 'cougar', 'dolphin'}, {'beaver', 'ox', 'cougar', 'dolphin'}, {'beaver', 'ox', 'cougar', 'dolphin'}]","{'beaver': 1.25, 'ox': 1.25, 'cougar': 1.25, 'dolphin': 1.25}","{'beaver': 0.25, 'ox': 0.25, 'cougar': 0.25, 'dolphin': 0.25}"
7,dolphin,1,Is the item a living creature?,Yes.,"[{'beaver', 'ox', 'cougar', 'dolphin'}, {'beaver', 'ox', 'cougar', 'dolphin'}, {'beaver', 'ox', 'cougar', 'dolphin'}, {'beaver', 'cougar', 'dolphin'}, {'beaver', 'cougar', 'dolphin'}]","{'beaver': 1.4166666666666665, 'ox': 0.75, 'cougar': 1.4166666666666665, 'dolphin': 1.4166666666666665}","{'beaver': 0.2833, 'ox': 0.15, 'cougar': 0.2833, 'dolphin': 0.2833}"
7,dolphin,2,Does the creature live in water?,Yes.,"[{'beaver', 'dolphin'}, {'beaver', 'dolphin'}, {'beaver', 'dolphin'}, {'beaver', 'dolphin'}, {'beaver', 'dolphin'}]","{'beaver': 2.5, 'dolphin': 2.5}","{'beaver': 0.5, 'dolphin': 0.5}"
7,dolphin,3,Is the creature a mammal?,Yes.,"[{'beaver', 'dolphin'}, {'beaver', 'dolphin'}, {'beaver', 'dolphin'}, {'dolphin'}, {'beaver', 'dolphin'}]","{'beaver': 2.0, 'dolphin': 3.0}","{'beaver': 0.4, 'dolphin': 0.6}"
7,dolphin,4,Is the creature known for its intelligence?,Yes.,"[{'dolphin'}, {'dolphin'}, {'dolphin'}, {'beaver', 'dolphin'}, {'dolphin'}]","{'dolphin': 4.5, 'beaver': 0.5}","{'dolphin': 0.9, 'beaver': 0.1}"
7,dolphin,5,Is the creature commonly found in oceans or seas?,Yes.,"[{'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}]",{'dolphin': 5.0},{'dolphin': 1.0}
7,dolphin,6,"Is the creature typically larger in size, like a shark or a whale?",Yes.,"[{'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}]",{'dolphin': 5.0},{'dolphin': 1.0}
7,dolphin,7,Is the creature a dolphin?,Yes! That's correct.,"[{'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}]",{'dolphin': 5.0},{'dolphin': 1.0}
8,deer,0,Is your item an animal?,Yes.,"[{'gorilla', 'deer', 'elephant', 'fawn'}, {'gorilla', 'deer', 'elephant', 'fawn'}, {'gorilla', 'deer', 'elephant', 'fawn'}, {'gorilla', 'deer', 'elephant', 'fawn'}, {'gorilla', 'deer', 'elephant', 'fawn'}]","{'gorilla': 1.25, 'deer': 1.25, 'elephant': 1.25, 'fawn': 1.25}","{'gorilla': 0.25, 'deer': 0.25, 'elephant': 0.25, 'fawn': 0.25}"
8,deer,1,Is your item a mammal?,Yes.,"[{'gorilla', 'deer', 'elephant', 'fawn'}, {'gorilla', 'deer', 'elephant', 'fawn'}, {'gorilla', 'deer', 'elephant', 'fawn'}, {'gorilla', 'deer', 'elephant', 'fawn'}, {'gorilla', 'deer', 'elephant', 'fawn'}]","{'gorilla': 1.25, 'deer': 1.25, 'elephant': 1.25, 'fawn': 1.25}","{'gorilla': 0.25, 'deer': 0.25, 'elephant': 0.25, 'fawn': 0.25}"
8,deer,2,Is your item a herbivore?,Yes.,"[{'deer', 'fawn'}, {'deer', 'fawn'}, {'deer', 'fawn'}, {'deer', 'fawn'}, {'deer', 'fawn'}]","{'deer': 2.5, 'fawn': 2.5}","{'deer': 0.5, 'fawn': 0.5}"
8,deer,3,Is your item a fawn?,No.,"[{'deer', 'elephant'}, {'deer'}, {'deer', 'elephant'}, {'deer', 'elephant'}, {'gorilla', 'deer', 'elephant'}]","{'deer': 2.8333333333333335, 'elephant': 1.8333333333333333, 'gorilla': 0.3333333333333333}","{'deer': 0.5667, 'elephant': 0.3667, 'gorilla': 0.0667}"
8,deer,4,Is your item a deer?,Yes! That's correct.,"[{'deer', 'elephant'}, {'deer', 'elephant'}, {'gorilla', 'deer', 'elephant', 'fawn'}, {'deer'}, {'deer', 'elephant'}]","{'deer': 2.75, 'elephant': 1.75, 'gorilla': 0.25, 'fawn': 0.25}","{'deer': 0.55, 'elephant': 0.35, 'gorilla': 0.05, 'fawn': 0.05}"
9,boots,0,Is the item an animal?,No.,"[{'boots', 'swimsuit', 'trousers', 'cape'}, {'boots', 'swimsuit', 'trousers', 'cape'}, {'boots', 'swimsuit', 'trousers', 'cape'}, {'boots', 'swimsuit', 'trousers', 'cape'}, {'boots', 'swimsuit', 'trousers', 'cape'}]","{'boots': 1.25, 'swimsuit': 1.25, 'trousers': 1.25, 'cape': 1.25}","{'boots': 0.25, 'swimsuit': 0.25, 'trousers': 0.25, 'cape': 0.25}"
9,boots,1,Is the item a clothing accessory?,Yes.,"[{'boots', 'swimsuit', 'trousers', 'cape'}, {'boots', 'swimsuit', 'trousers', 'cape'}, {'boots', 'swimsuit', 'trousers', 'cape'}, {'boots', 'swimsuit', 'trousers', 'cape'}, {'boots', 'swimsuit', 'trousers', 'cape'}]","{'boots': 1.25, 'swimsuit': 1.25, 'trousers': 1.25, 'cape': 1.25}","{'boots': 0.25, 'swimsuit': 0.25, 'trousers': 0.25, 'cape': 0.25}"
9,boots,2,Is the item worn on the lower body?,Yes.,"[{'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'trousers'}, {'boots', 'trousers'}]","{'boots': 2.0, 'trousers': 3.0}","{'boots': 0.4, 'trousers': 0.6}"
9,boots,3,Is the item typically worn on the legs?,Yes.,"[{'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}]","{'boots': 2.5, 'trousers': 2.5}","{'boots': 0.5, 'trousers': 0.5}"
9,boots,4,Is the item typically made of fabric?,Yes.,"[{'trousers'}, {'boots', 'swimsuit', 'trousers', 'cape'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}]","{'trousers': 2.75, 'boots': 1.75, 'swimsuit': 0.25, 'cape': 0.25}","{'trousers': 0.55, 'boots': 0.35, 'swimsuit': 0.05, 'cape': 0.05}"
9,boots,5,Is the item typically worn by males and females?,Yes.,"[{'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}]","{'boots': 2.5, 'trousers': 2.5}","{'boots': 0.5, 'trousers': 0.5}"
9,boots,6,Is the item typically worn in warm weather?,No.,"[{'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}]","{'boots': 2.5, 'trousers': 2.5}","{'boots': 0.5, 'trousers': 0.5}"
9,boots,7,Is the item typically worn as a protective covering?,Yes.,"[{'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'trousers'}, {'boots', 'trousers'}]","{'boots': 2.0, 'trousers': 3.0}","{'boots': 0.4, 'trousers': 0.6}"
9,boots,8,Is the item typically worn outdoors?,Yes.,"[{'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}]","{'boots': 2.5, 'trousers': 2.5}","{'boots': 0.5, 'trousers': 0.5}"
9,boots,9,Is the item typically worn to protect against rain or snow?,Yes.,"[{'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots', 'trousers'}]","{'boots': 2.5, 'trousers': 2.5}","{'boots': 0.5, 'trousers': 0.5}"
9,boots,10,Is the item a cape?,No.,"[{'boots', 'trousers'}, {'trousers'}, {'boots', 'trousers'}, {'trousers'}, {'boots', 'trousers'}]","{'boots': 1.5, 'trousers': 3.5}","{'boots': 0.3, 'trousers': 0.7}"
9,boots,11,Is the item a pair of trousers?,No.,"[{'boots'}, {'boots', 'trousers'}, {'boots', 'trousers'}, {'boots'}, {'boots'}]","{'boots': 4.0, 'trousers': 1.0}","{'boots': 0.8, 'trousers': 0.2}"
9,boots,12,Is the item a pair of boots?,Yes! That's correct.,"[{'boots'}, {'boots'}, {'boots'}, {'boots'}, {'boots'}]",{'boots': 5.0},{'boots': 1.0}
10,tie,0,Is the item you have an animal?,No.,"[{'belt', 'tie', 'scarf', 'blouse'}, {'belt', 'tie', 'scarf', 'blouse'}, {'belt', 'tie', 'scarf', 'blouse'}, {'pig', 'blouse', 'scarf', 'belt', 'tie'}, {'belt', 'tie', 'scarf', 'blouse'}]","{'belt': 1.2, 'tie': 1.2, 'scarf': 1.2, 'blouse': 1.2, 'pig': 0.2}","{'belt': 0.24, 'tie': 0.24, 'scarf': 0.24, 'blouse': 0.24, 'pig': 0.04}"
10,tie,1,Is the item you have an accessory?,Yes.,"[{'belt', 'tie', 'scarf', 'blouse'}, {'belt', 'tie', 'scarf', 'blouse'}, {'belt', 'tie', 'scarf', 'blouse'}, {'belt', 'tie', 'scarf', 'blouse'}, {'belt', 'tie', 'scarf', 'blouse'}]","{'belt': 1.25, 'tie': 1.25, 'scarf': 1.25, 'blouse': 1.25}","{'belt': 0.25, 'tie': 0.25, 'scarf': 0.25, 'blouse': 0.25}"
10,tie,2,Is the item you have worn around the neck?,Yes.,"[{'tie', 'scarf'}, {'tie', 'scarf'}, {'belt', 'tie'}, {'tie', 'scarf'}, {'tie', 'scarf'}]","{'tie': 2.5, 'scarf': 2.0, 'belt': 0.5}","{'tie': 0.5, 'scarf': 0.4, 'belt': 0.1}"
10,tie,3,Is the item you have typically made of fabric?,Yes.,"[{'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf', 'blouse'}, {'tie', 'scarf', 'blouse'}, {'scarf'}]","{'tie': 1.6666666666666665, 'scarf': 2.6666666666666665, 'blouse': 0.6666666666666666}","{'tie': 0.3333, 'scarf': 0.5333, 'blouse': 0.1333}"
