dialogue_id,intra_dialogue_id,target,question,answer,candidates,candidates_scores,p_distribuition
2,0,zebra,Is your item a bird?,No.,"[{'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}]","{'otter': 5.0, 'bear': 5.0, 'walrus': 5.0, 'zebra': 5.0}","{'otter': 0.25, 'bear': 0.25, 'walrus': 0.25, 'zebra': 0.25}"
2,1,zebra,Is your item a mammal?,Yes.,"[{'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'walrus', 'zebra'}]","{'otter': 6.249999999999999, 'bear': 6.249999999999999, 'zebra': 6.249999999999999, 'walrus': 1.25}","{'otter': 0.3125, 'bear': 0.3125, 'zebra': 0.3125, 'walrus': 0.0625}"
2,2,zebra,Is your item a marine mammal?,No.,"[{'bear', 'zebra'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear', 'zebra'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear', 'zebra'}]","{'bear': 8.083333333333334, 'zebra': 8.083333333333334, 'otter': 2.083333333333333, 'walrus': 1.75}","{'bear': 0.4042, 'zebra': 0.4042, 'otter': 0.1042, 'walrus': 0.0875}"
2,3,zebra,Is your item a land mammal?,Yes.,"[{'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear', 'zebra'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear', 'zebra'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}]","{'zebra': 6.0, 'bear': 6.0, 'otter': 4.0, 'walrus': 4.0}","{'zebra': 0.3, 'bear': 0.3, 'otter': 0.2, 'walrus': 0.2}"
2,4,zebra,Is your item a carnivore?,Yes.,"[{'otter', 'zebra', 'bear', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear'}, {'bear'}, {'otter', 'zebra', 'bear', 'walrus'}, {'otter', 'zebra', 'bear', 'walrus'}, {'otter', 'zebra', 'bear', 'walrus'}, {'bear'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear'}, {'bear'}, {'bear'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear'}, {'bear'}, {'zebra', 'bear', 'otter', 'walrus'}, {'otter', 'zebra', 'bear', 'walrus'}]","{'otter': 2.75, 'zebra': 2.75, 'bear': 11.75, 'walrus': 2.75}","{'otter': 0.1375, 'zebra': 0.1375, 'bear': 0.5875, 'walrus': 0.1375}"
2,5,zebra,Is your item a large carnivore?,Yes.,"[{'bear'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear'}, {'bear'}, {'otter', 'zebra', 'bear', 'walrus'}, {'bear'}, {'otter', 'zebra', 'bear', 'walrus'}, {'bear'}, {'otter', 'zebra', 'bear', 'walrus'}, {'bear'}, {'bear'}, {'otter', 'zebra', 'bear', 'walrus'}, {'bear'}, {'bear'}, {'bear'}, {'bear'}, {'bear'}, {'zebra', 'bear', 'otter', 'walrus'}, {'bear'}, {'bear'}]","{'bear': 15.5, 'zebra': 1.5, 'otter': 1.5, 'walrus': 1.5}","{'bear': 0.775, 'zebra': 0.075, 'otter': 0.075, 'walrus': 0.075}"
2,6,zebra,Is your item a bear?,No.,"[{'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'None', 'zebra', 'bear', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'None'}, {'zebra', 'none', 'bear', 'otter', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'None'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'zebra'}, {'zebra', 'bear', 'otter', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}]","{'otter': 3.600000000000001, 'none': 2.4, 'zebra': 4.600000000000001, 'bear': 3.600000000000001, 'walrus': 3.600000000000001, 'None': 2.2}","{'otter': 0.18, 'none': 0.12, 'zebra': 0.23, 'bear': 0.18, 'walrus': 0.18, 'None': 0.11}"
2,7,zebra,Is your item a walrus?,No.,"[{'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'zebra', 'none', 'bear', 'otter', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'zebra'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'zebra', 'none', 'bear', 'otter', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'None', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}]","{'otter': 3.800000000000001, 'none': 3.600000000000001, 'zebra': 4.8000000000000025, 'bear': 3.800000000000001, 'walrus': 3.800000000000001, 'None': 0.2}","{'otter': 0.19, 'none': 0.18, 'zebra': 0.24, 'bear': 0.19, 'walrus': 0.19, 'None': 0.01}"
2,8,zebra,Is your item an otter?,No.,"[{'otter', 'none', 'zebra', 'bear', 'walrus'}, {'None'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'otter', 'None', 'zebra', 'bear', 'walrus'}, {'None'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'None'}, {'None'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'None'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'None'}, {'otter', 'None', 'zebra', 'bear', 'walrus'}]","{'otter': 2.8500000000000005, 'none': 2.1999999999999997, 'zebra': 2.8500000000000005, 'bear': 2.8500000000000005, 'walrus': 2.8500000000000005, 'None': 6.4}","{'otter': 0.1425, 'none': 0.11, 'zebra': 0.1425, 'bear': 0.1425, 'walrus': 0.1425, 'None': 0.32}"
2,9,zebra,Is your item a vulture?,No.,"[{'otter', 'none', 'zebra', 'bear', 'walrus'}, {'None'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'none'}, {'None'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'zebra', 'none', 'bear', 'otter', 'walrus'}, {'otter', 'zebra', 'bear', 'walrus'}, {'None'}, {'None'}, {'zebra', 'none', 'bear', 'otter', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}, {'zebra', 'none', 'bear', 'otter', 'walrus'}, {'zebra', 'none', 'bear', 'otter', 'walrus'}, {'zebra', 'none', 'bear', 'otter', 'walrus'}, {'zebra', 'bear', 'otter', 'walrus'}, {'otter', 'None', 'zebra', 'bear', 'walrus'}, {'zebra', 'none', 'bear', 'otter', 'walrus'}, {'zebra', 'none', 'bear', 'otter', 'walrus'}, {'otter', 'none', 'zebra', 'bear', 'walrus'}]","{'otter': 3.1000000000000005, 'none': 3.400000000000001, 'zebra': 3.1000000000000005, 'bear': 3.1000000000000005, 'walrus': 3.1000000000000005, 'None': 4.2}","{'otter': 0.155, 'none': 0.17, 'zebra': 0.155, 'bear': 0.155, 'walrus': 0.155, 'None': 0.21}"
