dialogue_id,intra_dialogue_id,target,question,answer,question_confidence,question_observed_consistency,question_self_reflection,answer_confidence,answer_observed_consistency,answer_self_reflection,question_time,answer_time
12,2,seal,Is your item a domesticated animal?,No.,0.22023,0.31462,0.0,0.7216,0.60228,1.0,19026,17705
12,3,seal,Is your item a small animal?,No.,0.45417,0.64881,0.0,0.99612,0.99446,1.0,12658,13653
12,4,seal,Does your item have antlers?,No.,0.40599,0.57998,0.0,0.99617,0.99453,1.0,14087,15907
12,5,seal,Is your item a seal?,Yes! That's correct.,0.52616,0.75165,0.0,0.91101,0.87287,1.0,14614,16581
13,0,bear,Is the item you have in mind an animal?,Yes.,0.65975,0.51392,1.0,0.6323,0.47471,1.0,15936,9723
13,1,bear,Does the animal you have in mind have stripes?,No.,0.2318,0.11686,0.5,0.69641,0.99488,0.0,16692,11160
13,2,bear,Is the animal you have in mind a mammal?,Yes.,0.86307,0.80439,1.0,0.85471,0.79244,1.0,12205,14244
13,3,bear,Is the mammal you have in mind commonly found in the wild?,Yes.,0.31603,0.45146,0.0,0.96199,0.9457,1.0,14491,19056
13,4,bear,Is the mammal you have in mind larger than a human?,Yes.,0.40686,0.36695,0.5,0.87737,0.82482,1.0,13661,18935
13,5,bear,Is the mammal you have in mind a herbivore?,No.,0.4938,0.49115,0.5,0.96611,0.95158,1.0,16294,16944
13,6,bear,Is the mammal you have in mind a predator?,Yes.,0.73113,0.61589,1.0,0.84365,0.77664,1.0,15342,16152
13,7,bear,Is the mammal you have in mind known for its agility and climbing skills?,No.,0.49839,0.71198,0.0,0.58476,0.83537,0.0,15965,16738
13,8,bear,Is the mammal you have in mind known for its strength and power?,Yes.,0.63802,0.69717,0.5,0.85155,0.78792,1.0,17576,24428
13,9,bear,Is the mammal you have in mind a bear?,Yes! That's correct.,0.82532,0.75046,1.0,0.99468,0.9924,1.0,19020,16619
14,0,seal,Is the item you have in mind an animal?,Yes.,0.74836,0.64051,1.0,0.41127,0.15896,1.0,14257,13695
14,1,seal,Does the animal you have in mind live in the water?,Yes.,0.44858,0.21226,1.0,0.78902,0.6986,1.0,14362,13127
14,2,seal,Is the animal you have in mind a marine mammal?,Yes.,0.41949,0.59927,0.0,0.90586,0.86552,1.0,20572,13719
14,3,seal,Is the animal you have in mind a walrus?,No.,0.52731,0.64616,0.25,0.69617,0.99453,0.0,19023,14160
14,4,seal,Is the animal you have in mind a seal?,Yes! That's correct.,0.76957,0.8851,0.5,0.95622,0.93745,1.0,19178,15039
15,0,missile,Is the item alive?,No.,0.4817,0.47385,0.5,0.85577,0.79396,1.0,33707,10639
15,1,missile,Does the item explode?,Yes.,0.21406,0.3058,0.0,0.15785,0.2255,0.0,12611,11584
15,2,missile,Is the item smaller than a breadbox?,No.,0.12772,0.18246,0.0,0.73509,0.83584,0.5,13469,12120
15,3,missile,Is the item used as a weapon?,Yes.,0.71986,0.59981,1.0,0.9653,0.95042,1.0,13818,13300
15,4,missile,Is the item typically used by the military?,Yes.,0.20386,0.29123,0.0,0.76372,0.76961,0.75,17552,13024
15,5,missile,Is the item a missile?,Yes! That's correct.,0.81016,0.7288,1.0,0.99615,0.99449,1.0,17333,12373
16,0,spear,Is the item an animal?,No.,0.61031,0.65759,0.5,0.88309,0.83298,1.0,27507,10334
16,1,spear,Is the item a weapon?,Yes.,0.7973,0.71042,1.0,0.13098,0.18711,0.0,13085,11259
16,2,spear,Is the item handheld?,Yes.,0.29074,0.20106,0.5,0.87072,0.81532,1.0,14554,12062
16,3,spear,Is the item commonly used in close combat?,Yes.,0.43106,0.40151,0.5,0.9022,0.86028,1.0,12282,13918
16,4,spear,Is the item a dagger?,No.,0.75784,0.65406,1.0,0.96509,0.95013,1.0,13478,14802
16,5,spear,Is the item a sword?,No.,0.65919,0.72741,0.5,0.84572,0.99388,0.5,15613,12497
16,6,spear,Is the item a spear?,Yes! That's correct.,0.65321,0.93315,0.0,0.99614,0.99449,1.0,13187,16505
17,0,stick,Is the item alive?,No.,0.52279,0.53256,0.5,0.88384,0.83406,1.0,14906,10327
17,1,stick,Is the item used for hunting?,Yes.,0.26543,0.1649,0.5,0.0252,0.036,0.0,11729,11556
17,2,stick,Is the item made of wood?,Yes.,0.41607,0.3801,0.5,0.34104,0.27291,0.5,10459,12159
17,3,stick,Is the item long and narrow?,Yes.,0.28602,0.4086,0.0,0.57413,0.82019,0.0,15245,20323
17,4,stick,Is the item a harpoon?,No.,0.83134,0.75906,1.0,0.69625,0.99464,0.0,17615,11402
17,5,stick,Is the item a whip?,No.,0.67825,0.75465,0.5,0.55653,0.79504,0.0,19000,14070
17,6,stick,Is the item a stick?,Yes! That's correct.,0.96611,0.95159,1.0,0.99619,0.99456,1.0,15671,16395
18,0,caribou,Is the item an animal?,Yes.,0.29345,0.41922,0.0,0.63208,0.47439,1.0,9927,10494
18,1,caribou,Is the item a mammal?,Yes.,0.30554,0.43649,0.0,0.87371,0.81958,1.0,12226,11201
18,2,caribou,Is the item smaller than a human?,No.,0.37821,0.11173,1.0,0.21409,0.30584,0.0,13034,13504
18,3,caribou,Is the item typically found in the wild?,Yes.,0.41826,0.38323,0.5,0.62532,0.67903,0.5,16322,13862
18,4,caribou,Is the item larger than a car?,Yes.,0.32725,0.46751,0.0,0.702,0.78858,0.5,14635,13735
18,5,caribou,Is the item a herbivore?,Yes.,0.36323,0.41175,0.25,0.89469,0.84955,1.0,23083,17599
18,6,caribou,Is the item an elephant?,No.,0.77564,0.67949,1.0,0.69579,0.99398,0.0,14773,16008
18,7,caribou,Is the item a caribou?,Yes! That's correct.,0.9664,0.95201,1.0,0.99575,0.99393,1.0,21686,19703
19,0,zebra,Is the item you have chosen an animal?,Yes.,0.40563,0.15089,1.0,0.48202,0.47431,0.5,13519,10287
19,1,zebra,Does the animal you have chosen live in the water?,No.,0.18804,0.26863,0.0,0.61092,0.7656,0.25,16884,15219
19,2,zebra,Is the animal you have chosen a mammal?,Yes.,0.44071,0.62959,0.0,0.85506,0.79295,1.0,12646,18784
19,3,zebra,Is the mammal you have chosen a herbivore?,No.,0.33275,0.47535,0.0,0.92093,0.99419,0.75,17867,14791
19,4,zebra,Is the mammal you have chosen a large land-dwelling animal?,Yes.,0.45837,0.65482,0.0,0.6943,0.77758,0.5,20120,17404
19,5,zebra,Is the mammal you have chosen a member of the horse family?,No.,0.24966,0.35666,0.0,0.62658,0.89512,0.0,17645,13771
19,6,zebra,Is the mammal you have chosen known for having distinctive black and white stripes?,Yes! That's correct.,0.32427,0.46324,0.0,0.8448,0.99257,0.5,18915,18333
20,0,cow,Is the item you have an animal?,Yes.,0.44404,0.20577,1.0,0.52198,0.31712,1.0,16861,10712
20,1,cow,Does the animal you have live in water?,No.,0.03943,0.05633,0.0,0.86556,0.80794,1.0,15914,12954
20,2,cow,Is the animal you have commonly found in forests?,No.,0.34848,0.28355,0.5,0.66795,0.95421,0.0,14000,14821
20,3,cow,Is the animal you have typically found on farms?,Yes.,0.45015,0.64307,0.0,0.52391,0.74844,0.0,17934,15548
20,4,cow,Is the animal you have larger than a human?,Yes.,0.30489,0.43556,0.0,0.96615,0.95165,1.0,17854,12759
20,5,cow,Does the animal you have four legs?,Yes.,0.38559,0.55084,0.0,0.70403,0.89861,0.25,16302,13565
20,6,cow,Is the animal you have typically used for milk or meat production?,Yes.,0.60949,0.65642,0.5,0.84213,0.77446,1.0,18562,23548
20,7,cow,Is the animal you have a cow?,Yes! That's correct.,0.85114,0.78735,1.0,0.99484,0.99263,1.0,15556,17976
21,0,avocado,Is the item you have in mind an animal?,No.,0.43814,0.19734,1.0,0.55535,0.79336,0.0,15620,13536
21,1,avocado,Is the item you have in mind a fruit?,Yes.,0.69577,0.99395,0.0,0.40381,0.1483,1.0,11346,11190
21,2,avocado,Is the item you have in mind a citrus fruit?,No.,0.40168,0.57383,0.0,0.69581,0.99401,0.0,11944,12965
21,3,avocado,Is the item you have in mind a tropical fruit?,Yes.,0.68695,0.55279,1.0,0.48764,0.69663,0.0,13966,15692
21,4,avocado,Is the item you have in mind a pineapple?,No.,0.50917,0.62024,0.25,0.93958,0.91369,1.0,18888,16582
21,5,avocado,Is the item you have in mind a tangerine?,No.,0.8378,0.76828,1.0,0.66712,0.95303,0.0,13977,14553
21,6,avocado,Is the item you have in mind an avocado?,Yes! That's correct.,0.63695,0.69564,0.5,0.9294,0.89915,1.0,16176,19771
22,0,cherry,Is the item you have an animal?,No.,0.63092,0.47274,1.0,0.70555,0.79364,0.5,8727,12092
22,1,cherry,Is the item you have a fruit?,Yes.,0.59293,0.84705,0.0,0.32399,0.35569,0.25,9767,10397
22,2,cherry,Is the item you have a citrus fruit?,No.,0.40373,0.46961,0.25,0.89745,0.8535,1.0,14878,12067
22,3,cherry,Is the item you have a small fruit?,Yes.,0.47179,0.67399,0.0,0.87,0.81429,1.0,13233,13350
22,4,cherry,Is the item you have red in color?,Yes.,0.57584,0.60834,0.5,0.88958,0.84226,1.0,12613,12181
22,5,cherry,Is the item you have round in shape?,Yes.,0.53248,0.5464,0.5,0.65139,0.82341,0.25,16090,16760
22,6,cherry,Is the item you have a cherry?,Yes! That's correct.,0.76096,0.65852,1.0,0.99556,0.99365,1.0,16963,15637
23,0,tomato,Is the item you have an animal?,No.,0.42954,0.18505,1.0,0.73284,0.83262,0.5,14382,11116
23,1,tomato,Is the item you have a fruit or vegetable?,Yes.,0.47564,0.67949,0.0,0.18311,0.26158,0.0,16664,13155
23,2,tomato,Is the item you have a citrus fruit?,No.,0.29067,0.41524,0.0,0.99589,0.99413,1.0,12272,21145
23,3,tomato,Is the item you have red in color?,Yes.,0.73798,0.83997,0.5,0.62247,0.88924,0.0,13973,14309
23,4,tomato,Is the item you have commonly used in cooking or recipes?,Yes.,0.66892,0.52704,1.0,0.87482,0.82118,1.0,17614,15046
23,5,tomato,Is the item you have known for its tart taste?,No.,0.43195,0.61708,0.0,0.87369,0.81955,1.0,14125,17735
23,6,tomato,Is the item you have often eaten raw?,Yes.,0.78738,0.69626,1.0,0.68996,0.77137,0.5,15201,21448
23,7,tomato,Is the item you have commonly used in salads?,Yes.,0.51917,0.74168,0.0,0.84832,0.78332,1.0,16450,27477
23,8,tomato,Is the item you have small and spherical in shape?,Yes.,0.50927,0.72753,0.0,0.77341,0.78345,0.75,18091,18676
23,9,tomato,Is the item you have a cranberry?,No.,0.83148,0.75926,1.0,0.66027,0.94325,0.0,16853,17805
23,10,tomato,Is the item you have a tomato?,Yes! That's correct.,0.8791,0.82729,1.0,0.99255,0.98936,1.0,20463,19326
24,0,mink,Is the item you have an animal?,Yes.,0.34323,0.49034,0.0,0.15069,0.00098,0.5,13656,9409
24,1,mink,Is the item you have a mammal?,Yes.,0.70521,0.57887,1.0,0.89268,0.95382,0.75,11232,12351
24,2,mink,Is the item you have a land mammal?,Yes.,0.34979,0.49969,0.0,0.84604,0.99434,0.5,12791,14290
24,3,mink,Is the item you have a herbivore?,No.,0.46979,0.67112,0.0,0.60691,0.86701,0.0,15737,16448
24,4,mink,Is the item you have a carnivorous land mammal?,Yes.,0.68377,0.76252,0.5,0.67999,0.54284,1.0,14729,13043
24,5,mink,Is the item you have a mammal that is typically found in the ocean?,No.,0.19872,0.28389,0.0,0.69573,0.9939,0.0,14386,13778
24,6,mink,Is the item you have a large carnivorous land mammal?,No.,0.71816,0.59737,1.0,0.59521,0.85031,0.0,16158,15235
24,7,mink,Is the item you have a small carnivorous land mammal?,Yes.,0.60104,0.85863,0.0,0.87984,0.82834,1.0,16874,15602
24,8,mink,Is the item you have a member of the weasel family?,Yes.,0.75703,0.65289,1.0,0.85187,0.78838,1.0,13894,17303
24,9,mink,Is the item you have a mink?,Yes! That's correct.,0.83505,0.76436,1.0,0.99404,0.99148,1.0,14468,18728
25,0,gorilla,Is the item you have in mind an animal?,Yes.,0.35985,0.0855,1.0,0.54987,0.35695,1.0,10587,11927
25,1,gorilla,Is the animal you are thinking of a mammal?,Yes.,0.3453,0.49328,0.0,0.73074,0.61534,1.0,17945,10660
25,2,gorilla,Is the mammal you are thinking of a land-dwelling animal?,Yes.,0.43972,0.62817,0.0,0.88201,0.83144,1.0,12477,11023
25,3,gorilla,Is the animal you are thinking of a herbivore?,No.,0.73617,0.62309,1.0,0.4888,0.69828,0.0,18847,12421
25,4,gorilla,Is the mammal you are thinking of a large animal?,Yes.,0.55437,0.68482,0.25,0.72775,0.71822,0.75,19655,16523
25,5,gorilla,Is the mammal you are thinking of known for its intelligence?,Yes.,0.31415,0.44879,0.0,0.71192,0.80274,0.5,17570,14762
25,6,gorilla,Is the mammal you are thinking of typically found in the water?,No.,0.39136,0.55908,0.0,0.61478,0.66397,0.5,16188,16986
25,7,gorilla,Is the mammal you are thinking of often associated with jungles or forests?,Yes.,0.66343,0.73347,0.5,0.76546,0.77209,0.75,18104,20572
25,8,gorilla,Is the mammal you are thinking of a gorilla?,Yes! That's correct.,0.85258,0.78941,1.0,0.99523,0.99319,1.0,14479,20698
26,0,elk,Is your item an animal?,Yes.,0.71936,0.59908,1.0,0.54967,0.35667,1.0,27764,14195
26,1,elk,Is your animal aquatic?,No.,0.58879,0.41256,1.0,0.5623,0.58901,0.5,11802,11440
26,2,elk,Is your animal a mammal?,Yes.,0.85651,0.79502,1.0,0.66539,0.73628,0.5,13431,12753
26,3,elk,Is your animal a herbivore?,Yes.,0.47108,0.45869,0.5,0.78063,0.79376,0.75,14120,17111
26,4,elk,Is your animal larger than a dog?,Yes.,0.29481,0.42115,0.0,0.74798,0.85425,0.5,15099,18077
26,5,elk,Is your animal found in Africa?,No.,0.29196,0.41709,0.0,0.73207,0.83153,0.5,22972,15083
26,6,elk,Is your animal larger than a horse?,Yes.,0.46949,0.56355,0.25,0.87074,0.81534,1.0,17519,16436
26,7,elk,Is your animal a herbivorous mammal larger than a horse that is found in North America?,Yes! That's correct.,0.69728,0.56754,1.0,0.99409,0.99155,1.0,17827,16976
27,0,pumpkin,Is the item you have an animal?,No.,0.78285,0.68978,1.0,0.70597,0.79425,0.5,19735,8790
27,1,pumpkin,Is the item you have a plant?,Yes.,0.63136,0.47336,1.0,0.44739,0.21056,1.0,13010,10523
27,2,pumpkin,Is the item you have a fruit or vegetable?,Yes.,0.63394,0.47706,1.0,0.87366,0.81951,1.0,14226,11715
27,3,pumpkin,Is the item you have a fruit?,No.,0.89345,0.84779,1.0,0.73617,0.83738,0.5,14552,12517
27,4,pumpkin,Is the item you have a vegetable?,Yes.,0.9951,0.993,1.0,0.85897,0.90568,0.75,13297,17701
27,5,pumpkin,Is the item you have a leafy green vegetable?,No.,0.43873,0.62676,0.0,0.99581,0.99401,1.0,16640,13309
27,6,pumpkin,Is the item you have a root vegetable?,No.,0.93172,0.90245,1.0,0.84536,0.99337,0.5,20141,17088
27,7,pumpkin,"Is the item you have a vegetable from the brassica family? (such as broccoli, cabbage, or kale)",No.,0.52916,0.75594,0.0,0.74117,0.95166,0.25,17927,16899
27,8,pumpkin,Is the item you have a legume vegetable? (such as peas or beans),No.,0.53915,0.77022,0.0,0.96368,0.94811,1.0,16929,14336
27,9,pumpkin,Is the item you have a mushroom?,No.,0.54589,0.77985,0.0,0.87257,0.81796,1.0,17606,18097
27,10,pumpkin,Is the item you have a cauliflower?,No.,0.8456,0.77942,1.0,0.83872,0.98388,0.5,16692,18561
27,11,pumpkin,Is the item you have a pumpkin?,Yes! That's correct.,0.88765,0.83951,1.0,0.90097,0.96567,0.75,18730,23451
28,0,beans,Is the item you are thinking of a food item?,Yes.,0.0107,0.01528,0.0,0.63241,0.47488,1.0,13165,11097
28,1,beans,Is the item you are thinking of a plant-based food item?,Yes.,0.4565,0.65214,0.0,0.84561,0.77945,1.0,14464,11518
28,2,beans,Is the item you are thinking of a root vegetable?,No.,0.3099,0.44272,0.0,0.46291,0.66129,0.0,14890,14274
28,3,beans,Is the item you are thinking of a leafy vegetable?,No.,0.62258,0.67511,0.5,0.69665,0.99521,0.0,17736,11565
