dialogue_id,target,intra_dialogue_id,question,answer,candidates,candidates_scores,p_distribuition
2,zebra,1,Is your item a mammal?,Yes.,"[{'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter', 'walrus'}, {'bear', 'otter'}, {'bear', 'otter'}]","{'bear': 2.333333333333333, 'otter': 2.333333333333333, 'walrus': 0.3333333333333333}","{'bear': 0.4667, 'otter': 0.4667, 'walrus': 0.0667}"
2,zebra,2,Is your item a marine mammal?,No.,"[{'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}]","{'bear': 2.5, 'otter': 2.5}","{'bear': 0.5, 'otter': 0.5}"
2,zebra,3,Is your item a land mammal?,Yes.,"[{'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}]","{'bear': 2.5, 'otter': 2.5}","{'bear': 0.5, 'otter': 0.5}"
2,zebra,4,Is your item a carnivore?,Yes.,"[{'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'otter'}]","{'bear': 2.5, 'otter': 2.5}","{'bear': 0.5, 'otter': 0.5}"
2,zebra,5,Is your item a large carnivore?,Yes.,"[{'bear', 'vulture', 'walrus'}, {'bear', 'otter'}, {'bear', 'otter'}, {'bear', 'vulture', 'walrus'}, {'bear', 'otter'}]","{'bear': 2.1666666666666665, 'vulture': 0.6666666666666666, 'walrus': 0.6666666666666666, 'otter': 1.5}","{'bear': 0.4333, 'vulture': 0.1333, 'walrus': 0.1333, 'otter': 0.3}"
2,zebra,6,Is your item a bear?,No.,"[{'otter', 'walrus'}, {'otter', 'walrus'}, {'otter', 'walrus'}, {'otter', 'walrus'}, {'otter', 'walrus'}]","{'otter': 2.5, 'walrus': 2.5}","{'otter': 0.5, 'walrus': 0.5}"
2,zebra,7,Is your item a walrus?,No.,"[{'otter'}, {'otter'}, {'otter'}, {'otter'}, {'otter'}]",{'otter': 5.0},{'otter': 1.0}
2,zebra,8,Is your item an otter?,No.,"[{'chickadee', 'finch', 'bear', 'vulture', 'zebra'}, {'pelican', 'chickadee', 'vulture', 'finch', 'zebra'}, {'bear', 'vulture', 'chickadee', 'finch'}, {'chickadee', 'finch'}, {'zebra', 'finch'}]","{'chickadee': 1.15, 'finch': 1.65, 'bear': 0.45, 'vulture': 0.65, 'zebra': 0.9, 'pelican': 0.2}","{'chickadee': 0.23, 'finch': 0.33, 'bear': 0.09, 'vulture': 0.13, 'zebra': 0.18, 'pelican': 0.04}"
2,zebra,9,Is your item a vulture?,No.,"[{'zebra', 'finch'}, {'chickadee', 'finch', 'zebra', 'pelican'}, {'chickadee', 'finch', 'zebra', 'pelican'}, {'zebra', 'finch'}, {'zebra', 'finch'}]","{'zebra': 2.0, 'finch': 2.0, 'chickadee': 0.5, 'pelican': 0.5}","{'zebra': 0.4, 'finch': 0.4, 'chickadee': 0.1, 'pelican': 0.1}"
2,zebra,10,Is your item a zebra?,Yes! That's correct.,"[{'zebra', 'bear', 'otter', 'walrus'}, {'otter', 'walrus', 'bear', 'vulture', 'zebra'}, {'zebra'}, {'zebra'}, {'zebra', 'bear', 'otter', 'walrus'}]","{'zebra': 2.7, 'bear': 0.7, 'otter': 0.7, 'walrus': 0.7, 'vulture': 0.2}","{'zebra': 0.54, 'bear': 0.14, 'otter': 0.14, 'walrus': 0.14, 'vulture': 0.04}"
3,rooster,0,Is the item you are thinking of a bird?,Yes.,"[{'peacock', 'rooster', 'turkey', 'budgie'}, {'peacock', 'rooster', 'turkey', 'budgie'}, {'peacock', 'rooster', 'turkey', 'budgie'}, {'peacock', 'rooster', 'turkey', 'budgie'}, {'peacock', 'rooster', 'turkey', 'budgie'}]","{'peacock': 1.25, 'rooster': 1.25, 'turkey': 1.25, 'budgie': 1.25}","{'peacock': 0.25, 'rooster': 0.25, 'turkey': 0.25, 'budgie': 0.25}"
3,rooster,1,Is the item you are thinking of a peacock?,No.,"[{'budgie', 'rooster', 'turkey', 'beaver', 'platypus', 'pig', 'deer'}, {'budgie', 'rooster', 'turkey', 'beaver', 'deer'}, {'budgie', 'peacock', 'turkey', 'rooster', 'beaver', 'platypus', 'pig', 'deer'}, {'budgie', 'rooster', 'turkey'}, {'budgie', 'rooster', 'turkey', 'beaver', 'platypus', 'pig', 'deer'}]","{'budgie': 0.944047619047619, 'rooster': 0.944047619047619, 'turkey': 0.944047619047619, 'beaver': 0.6107142857142858, 'platypus': 0.4107142857142857, 'pig': 0.4107142857142857, 'deer': 0.6107142857142858, 'peacock': 0.125}","{'budgie': 0.1888, 'rooster': 0.1888, 'turkey': 0.1888, 'beaver': 0.1221, 'platypus': 0.0821, 'pig': 0.0821, 'deer': 0.1221, 'peacock': 0.025}"
3,rooster,2,Is the item you are thinking of a budgie?,No.,"[{'rooster', 'turkey', 'beaver', 'platypus', 'pig', 'deer'}, {'rooster', 'turkey', 'beaver', 'platypus', 'pig', 'deer'}, {'rooster', 'turkey', 'beaver', 'deer', 'pig'}, {'rooster', 'turkey'}, {'rooster', 'turkey', 'beaver', 'deer', 'pig'}]","{'rooster': 1.2333333333333332, 'turkey': 1.2333333333333332, 'beaver': 0.7333333333333334, 'platypus': 0.3333333333333333, 'pig': 0.7333333333333334, 'deer': 0.7333333333333334}","{'rooster': 0.2467, 'turkey': 0.2467, 'beaver': 0.1467, 'platypus': 0.0667, 'pig': 0.1467, 'deer': 0.1467}"
3,rooster,3,Is the item you are thinking of a rooster?,Yes! That's correct.,"[{'rooster'}, {'rooster'}, {'deer', 'turkey', 'pig', 'beaver'}, {'rooster'}, {'rooster'}]","{'rooster': 4.0, 'deer': 0.25, 'turkey': 0.25, 'pig': 0.25, 'beaver': 0.25}","{'rooster': 0.8, 'deer': 0.05, 'turkey': 0.05, 'pig': 0.05, 'beaver': 0.05}"
4,owl,0,Is the item you have a bird?,Yes.,"[{'pigeon', 'falcon', 'owl', 'eagle'}, {'pigeon', 'falcon', 'owl', 'eagle'}, {'pigeon', 'falcon', 'owl', 'eagle'}, {'pigeon', 'falcon', 'owl', 'eagle'}, {'pigeon', 'falcon', 'owl', 'eagle'}]","{'pigeon': 1.25, 'falcon': 1.25, 'owl': 1.25, 'eagle': 1.25}","{'pigeon': 0.25, 'falcon': 0.25, 'owl': 0.25, 'eagle': 0.25}"
4,owl,1,Is the item you have a bird of prey?,Yes.,"[{'falcon', 'owl', 'eagle'}, {'falcon', 'owl', 'eagle'}, {'falcon', 'owl', 'eagle'}, {'falcon', 'owl', 'eagle'}, {'falcon', 'owl', 'eagle'}]","{'falcon': 1.6666666666666665, 'owl': 1.6666666666666665, 'eagle': 1.6666666666666665}","{'falcon': 0.3333, 'owl': 0.3333, 'eagle': 0.3333}"
4,owl,2,Is the item you have an eagle?,No.,"[{'pigeon', 'falcon', 'owl'}, {'pigeon', 'falcon', 'owl'}, {'pigeon', 'falcon', 'owl'}, {'pigeon', 'falcon', 'owl'}, {'pigeon', 'falcon', 'owl'}]","{'pigeon': 1.6666666666666665, 'falcon': 1.6666666666666665, 'owl': 1.6666666666666665}","{'pigeon': 0.3333, 'falcon': 0.3333, 'owl': 0.3333}"
4,owl,3,Is the item you have a falcon?,No.,"[{'pigeon', 'owl'}, {'pigeon', 'owl'}, {'pigeon', 'owl'}, {'pigeon', 'owl'}, {'pigeon', 'owl'}]","{'pigeon': 2.5, 'owl': 2.5}","{'pigeon': 0.5, 'owl': 0.5}"
4,owl,4,Is the item you have an owl?,Yes! That's correct.,"[{'owl'}, {'owl'}, {'owl'}, {'pigeon', 'owl'}, {'owl'}]","{'owl': 4.5, 'pigeon': 0.5}","{'owl': 0.9, 'pigeon': 0.1}"
5,falcon,0,Is your item a bird?,Yes.,"[{'parakeet', 'peacock', 'owl'}, {'parakeet', 'peacock', 'owl'}, {'parakeet', 'peacock', 'owl'}, {'parakeet', 'peacock', 'owl'}, {'parakeet', 'peacock', 'owl'}]","{'parakeet': 1.6666666666666665, 'peacock': 1.6666666666666665, 'owl': 1.6666666666666665}","{'parakeet': 0.3333, 'peacock': 0.3333, 'owl': 0.3333}"
5,falcon,1,Is your item a parakeet?,No.,"[{'peacock', 'falcon', 'owl'}, {'peacock', 'owl'}, {'peacock', 'cheetah', 'falcon', 'hamster', 'fawn', 'giraffe', 'owl'}, {'peacock', 'falcon', 'owl'}, {'peacock', 'falcon', 'owl'}]","{'peacock': 1.6428571428571426, 'falcon': 1.1428571428571428, 'owl': 1.6428571428571426, 'cheetah': 0.14285714285714285, 'hamster': 0.14285714285714285, 'fawn': 0.14285714285714285, 'giraffe': 0.14285714285714285}","{'peacock': 0.3286, 'falcon': 0.2286, 'owl': 0.3286, 'cheetah': 0.0286, 'hamster': 0.0286, 'fawn': 0.0286, 'giraffe': 0.0286}"
5,falcon,2,Is your item an owl?,No.,"[{'peacock'}, {'peacock', 'cheetah', 'falcon', 'fawn', 'giraffe', 'hamster'}, {'peacock', 'cheetah', 'falcon', 'fawn', 'giraffe', 'hamster'}, {'peacock', 'cheetah', 'falcon', 'fawn', 'giraffe', 'hamster'}, {'peacock'}]","{'peacock': 2.5, 'cheetah': 0.5, 'falcon': 0.5, 'fawn': 0.5, 'giraffe': 0.5, 'hamster': 0.5}","{'peacock': 0.5, 'cheetah': 0.1, 'falcon': 0.1, 'fawn': 0.1, 'giraffe': 0.1, 'hamster': 0.1}"
5,falcon,3,Is your item a falcon?,Yes! That's correct.,"[{'falcon'}, {'falcon'}, {'peacock', 'cheetah', 'falcon', 'fawn', 'giraffe', 'hamster'}, {'falcon'}, {'falcon'}]","{'falcon': 4.166666666666666, 'peacock': 0.16666666666666666, 'cheetah': 0.16666666666666666, 'fawn': 0.16666666666666666, 'giraffe': 0.16666666666666666, 'hamster': 0.16666666666666666}","{'falcon': 0.8333, 'peacock': 0.0333, 'cheetah': 0.0333, 'fawn': 0.0333, 'giraffe': 0.0333, 'hamster': 0.0333}"
6,hamster,0,Is the item you have an animal?,Yes.,"[{'bear', 'chipmunk', 'hamster', 'zebra'}, {'bear', 'chipmunk', 'hamster', 'zebra'}, {'bear', 'chipmunk', 'hamster', 'zebra'}, {'bear', 'chipmunk', 'hamster', 'zebra'}, {'bear', 'chipmunk', 'hamster', 'zebra'}]","{'bear': 1.25, 'chipmunk': 1.25, 'hamster': 1.25, 'zebra': 1.25}","{'bear': 0.25, 'chipmunk': 0.25, 'hamster': 0.25, 'zebra': 0.25}"
6,hamster,1,Does the animal you have belong to the rodent family?,Yes.,"[{'bear', 'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}]","{'bear': 0.3333333333333333, 'chipmunk': 2.333333333333333, 'hamster': 2.333333333333333}","{'bear': 0.0667, 'chipmunk': 0.4667, 'hamster': 0.4667}"
6,hamster,2,Is the animal you have commonly found in the wild?,No.,"[{'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'bear', 'hamster', 'zebra'}, {'chipmunk', 'bear', 'hamster', 'zebra'}, {'chipmunk', 'hamster'}]","{'chipmunk': 2.0, 'hamster': 2.0, 'bear': 0.5, 'zebra': 0.5}","{'chipmunk': 0.4, 'hamster': 0.4, 'bear': 0.1, 'zebra': 0.1}"
6,hamster,3,Is the animal you have commonly kept as a pet?,Yes.,"[{'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}]","{'chipmunk': 2.5, 'hamster': 2.5}","{'chipmunk': 0.5, 'hamster': 0.5}"
6,hamster,4,Is the animal you have small in size?,Yes.,"[set(), {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'None', 'bear', 'zebra', 'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}]","{'chipmunk': 1.7, 'hamster': 1.7, 'None': 0.2, 'bear': 0.2, 'zebra': 0.2}","{'chipmunk': 0.425, 'hamster': 0.425, 'None': 0.05, 'bear': 0.05, 'zebra': 0.05}"
6,hamster,5,Is the animal you have known for its ability to climb trees?,No.,"[{'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}]","{'chipmunk': 2.5, 'hamster': 2.5}","{'chipmunk': 0.5, 'hamster': 0.5}"
6,hamster,6,Is the animal you have known for its cheek pouches?,Yes.,"[{'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}]","{'chipmunk': 2.5, 'hamster': 2.5}","{'chipmunk': 0.5, 'hamster': 0.5}"
6,hamster,7,The item you have is a chipmunk.,"No, that's not correct.","[{'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}]","{'chipmunk': 2.5, 'hamster': 2.5}","{'chipmunk': 0.5, 'hamster': 0.5}"
6,hamster,8,I apologize for the mistake. Let me try again. Is the animal you have known for its ability to swim?,No.,"[{'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}]","{'chipmunk': 2.5, 'hamster': 2.5}","{'chipmunk': 0.5, 'hamster': 0.5}"
6,hamster,9,I apologize again for the mistake. Let me try one more time. Is the animal you have small and fluffy?,Yes.,"[{'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}]","{'chipmunk': 2.5, 'hamster': 2.5}","{'chipmunk': 0.5, 'hamster': 0.5}"
6,hamster,10,The item you have is a hamster.,Yes! That's correct. Well done!,"[{'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}, {'chipmunk', 'hamster'}]","{'chipmunk': 2.5, 'hamster': 2.5}","{'chipmunk': 0.5, 'hamster': 0.5}"
7,dolphin,0,Is the item something that is worn?,No.,"[{'dolphin', 'cougar', 'ox'}, {'dolphin', 'cougar', 'ox', 'beaver'}, {'dolphin', 'cougar', 'ox', 'beaver'}, {'dolphin', 'cougar', 'ox', 'beaver'}, {'dolphin', 'cougar', 'ox', 'beaver'}]","{'dolphin': 1.3333333333333333, 'cougar': 1.3333333333333333, 'ox': 1.3333333333333333, 'beaver': 1.0}","{'dolphin': 0.2667, 'cougar': 0.2667, 'ox': 0.2667, 'beaver': 0.2}"
7,dolphin,1,Is the item a living creature?,Yes.,"[{'dolphin', 'beaver', 'cougar'}, {'cougar', 'beaver'}, {'cougar', 'beaver'}, {'cougar', 'beaver'}, set()]","{'dolphin': 0.3333333333333333, 'beaver': 1.8333333333333333, 'cougar': 1.8333333333333333}","{'dolphin': 0.0833, 'beaver': 0.4583, 'cougar': 0.4583}"
7,dolphin,2,Does the creature live in water?,Yes.,"[{'dolphin', 'cougar', 'beaver'}, {'dolphin', 'beaver'}, {'dolphin', 'cougar', 'beaver'}, {'dolphin', 'beaver'}, {'dolphin', 'beaver'}]","{'dolphin': 2.1666666666666665, 'cougar': 0.6666666666666666, 'beaver': 2.1666666666666665}","{'dolphin': 0.4333, 'cougar': 0.1333, 'beaver': 0.4333}"
7,dolphin,3,Is the creature a mammal?,Yes.,"[{'dolphin', 'cougar', 'beaver'}, set(), {'dolphin'}, {'dolphin'}, {'dolphin', 'beaver'}]","{'dolphin': 2.833333333333333, 'cougar': 0.3333333333333333, 'beaver': 0.8333333333333333}","{'dolphin': 0.7083, 'cougar': 0.0833, 'beaver': 0.2083}"
7,dolphin,4,Is the creature known for its intelligence?,Yes.,"[{'dolphin', 'beaver'}, {'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}]","{'dolphin': 4.5, 'beaver': 0.5}","{'dolphin': 0.9, 'beaver': 0.1}"
7,dolphin,5,Is the creature commonly found in oceans or seas?,Yes.,"[{'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}]",{'dolphin': 5.0},{'dolphin': 1.0}
7,dolphin,6,"Is the creature typically larger in size, like a shark or a whale?",Yes.,"[{'dolphin'}, {'cougar', 'dolphin', 'beaver'}, {'dolphin'}, {'dolphin'}, {'dolphin'}]","{'dolphin': 4.333333333333333, 'cougar': 0.3333333333333333, 'beaver': 0.3333333333333333}","{'dolphin': 0.8667, 'cougar': 0.0667, 'beaver': 0.0667}"
7,dolphin,7,Is the creature a dolphin?,Yes! That's correct.,"[{'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}, {'dolphin'}]",{'dolphin': 5.0},{'dolphin': 1.0}
8,deer,0,Is your item an animal?,Yes.,"[{'deer', 'elephant', 'gorilla'}, {'fawn', 'deer', 'elephant', 'gorilla'}, {'deer', 'elephant', 'gorilla'}, {'fawn', 'deer', 'elephant', 'gorilla'}, {'deer', 'elephant', 'gorilla'}]","{'deer': 1.4999999999999998, 'elephant': 1.4999999999999998, 'gorilla': 1.4999999999999998, 'fawn': 0.5}","{'deer': 0.3, 'elephant': 0.3, 'gorilla': 0.3, 'fawn': 0.1}"
8,deer,1,Is your item a mammal?,Yes.,"[{'deer', 'elephant', 'gorilla'}, {'deer', 'elephant', 'gorilla'}, {'deer', 'elephant', 'gorilla'}, {'deer', 'elephant', 'gorilla'}, {'deer', 'elephant', 'gorilla'}]","{'deer': 1.6666666666666665, 'elephant': 1.6666666666666665, 'gorilla': 1.6666666666666665}","{'deer': 0.3333, 'elephant': 0.3333, 'gorilla': 0.3333}"
8,deer,2,Is your item a herbivore?,Yes.,"[{'elephant', 'fawn', 'deer', 'gorilla'}, {'fawn', 'deer', 'elephant'}, {'fawn', 'deer', 'gorilla'}, {'fawn', 'deer'}, {'fawn', 'deer', 'elephant'}]","{'elephant': 0.9166666666666665, 'fawn': 1.7499999999999998, 'deer': 1.7499999999999998, 'gorilla': 0.5833333333333333}","{'elephant': 0.1833, 'fawn': 0.35, 'deer': 0.35, 'gorilla': 0.1167}"
8,deer,3,Is your item a fawn?,No.,"[{'deer'}, {'deer', 'elephant'}, {'deer'}, {'deer', 'elephant'}, {'deer'}]","{'deer': 4.0, 'elephant': 1.0}","{'deer': 0.8, 'elephant': 0.2}"
8,deer,4,Is your item a deer?,Yes! That's correct.,"[{'deer'}, {'deer'}, {'deer'}, {'deer'}, {'deer'}]",{'deer': 5.0},{'deer': 1.0}
9,boots,0,Is the item an animal?,No.,"[{'porcupine', 'swimsuit', 'cape', 'trousers', 'boots'}, {'swimsuit', 'trousers', 'cape', 'boots'}, {'porcupine', 'cape', 'otter', 'swimsuit', 'trousers', 'boots', 'fawn', 'seal'}, {'swimsuit', 'trousers', 'cape', 'boots'}, {'porcupine', 'cape', 'otter', 'swimsuit', 'trousers', 'boots', 'fawn', 'seal'}]","{'porcupine': 0.45, 'swimsuit': 0.95, 'cape': 0.95, 'trousers': 0.95, 'boots': 0.95, 'otter': 0.25, 'fawn': 0.25, 'seal': 0.25}","{'porcupine': 0.09, 'swimsuit': 0.19, 'cape': 0.19, 'trousers': 0.19, 'boots': 0.19, 'otter': 0.05, 'fawn': 0.05, 'seal': 0.05}"
9,boots,1,Is the item a clothing accessory?,Yes.,"[{'swimsuit', 'trousers', 'cape'}, {'swimsuit', 'trousers', 'cape'}, {'swimsuit', 'trousers', 'cape'}, {'swimsuit', 'trousers', 'cape'}, {'boots', 'trousers', 'cape', 'swimsuit'}]","{'swimsuit': 1.5833333333333333, 'trousers': 1.5833333333333333, 'cape': 1.5833333333333333, 'boots': 0.25}","{'swimsuit': 0.3167, 'trousers': 0.3167, 'cape': 0.3167, 'boots': 0.05}"
9,boots,2,Is the item worn on the lower body?,Yes.,"[{'trousers', 'cape'}, {'trousers', 'cape'}, {'trousers', 'cape'}, {'swimsuit', 'cape', 'boots', 'fawn', 'trousers', 'seal'}, {'trousers', 'cape'}]","{'trousers': 2.166666666666667, 'cape': 2.166666666666667, 'swimsuit': 0.16666666666666666, 'boots': 0.16666666666666666, 'fawn': 0.16666666666666666, 'seal': 0.16666666666666666}","{'trousers': 0.4333, 'cape': 0.4333, 'swimsuit': 0.0333, 'boots': 0.0333, 'fawn': 0.0333, 'seal': 0.0333}"
9,boots,3,Is the item typically worn on the legs?,Yes.,"[{'trousers', 'cape'}, {'trousers', 'boots'}, {'trousers'}, {'swimsuit', 'cape', 'fawn', 'trousers', 'boots'}, {'trousers', 'boots'}]","{'trousers': 2.7, 'cape': 0.7, 'boots': 1.2, 'swimsuit': 0.2, 'fawn': 0.2}","{'trousers': 0.54, 'cape': 0.14, 'boots': 0.24, 'swimsuit': 0.04, 'fawn': 0.04}"
9,boots,4,Is the item typically made of fabric?,Yes.,"[{'trousers', 'cape'}, {'trousers', 'cape'}, {'trousers', 'cape'}, {'trousers', 'boots'}, {'trousers', 'cape'}]","{'trousers': 2.5, 'cape': 2.0, 'boots': 0.5}","{'trousers': 0.5, 'cape': 0.4, 'boots': 0.1}"
